jd,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19
2016-08-07,926.459779750196,641.2570272517827,64.63066744976217,1002.6529351882136,1065.352,733.086,92.20674361944812,696.403,870.7309999999999,163.12125450840838,245.11014310819482,127.85539910781783,1070.338,1063.0600000000002,127.53599999999999,491.35100000000006,80.35603190497011,299.099,181.02235963364154,398.58000000000004
2016-08-08,926.1536530284104,641.9740275429801,65.11702060710702,1003.080639249239,1065.8110000000001,733.9,93.01258234747269,694.24,873.027,163.59766656260516,245.41018920512298,128.6702864250687,1068.495,1063.071,127.79599999999999,493.504,80.69626658559882,304.41799999999995,181.09038436131283,398.599
2016-08-09,927.3021889547565,643.0997841959721,66.29702937469192,1003.8677354617153,1067.369,737.52,93.86918215719807,696.416,871.908,164.1673300871326,247.05552914691575,130.09997647993077,1067.357,1066.969,124.35000000000001,491.63900000000007,81.96282880552509,305.252,182.82862045563087,401.149
2016-08-10,928.4756907536139,644.5890018577621,67.4352723039683,1005.3744439551015,1069.8809999999999,740.404,96.00127243028555,695.518,870.316,166.4220803948536,248.41338626446694,131.44771504874734,1071.102,1066.663,130.267,499.10299999999995,83.0315825402872,311.475,183.96909320434224,407.652
2016-08-11,930.3425752380324,646.2353511701587,69.06278134169756,1006.1702731999275,1072.914,745.414,97.15691749828534,700.769,868.6870000000001,168.790959001239,250.10194767060523,131.99877447629035,1070.392,1069.808,134.05100000000002,499.01899999999995,84.74475907624127,313.68,186.22598037914693,402.757
2016-08-12,930.710040337907,646.2972252200865,69.35809941294978,1006.2646295255294,1070.3020000000001,743.411,97.02001494262933,700.413,874.8580000000001,168.6006742351492,249.91748629122523,131.91764567033871,1070.4759999999999,1066.23,134.55100000000002,501.54600000000005,84.89967125981401,308.52199999999993,186.2390325768803,398.05
2016-08-13,930.3028039268855,646.0140599925934,68.89405141470856,1006.184632862745,1069.487,738.2189999999999,96.30760989421371,699.4449999999999,873.3190000000001,167.89375904487716,249.4448329882087,131.7173627253393,1069.672,1064.4569999999999,131.956,499.546,84.46533082093701,303.892,185.62804113543862,399.55400000000003
2016-08-14,929.8528710359338,646.6593344421083,68.78952968537676,1006.6161270445234,1067.976,738.7080000000001,96.26324335555681,701.5899999999999,872.4719999999999,167.1625577182044,250.33097228516408,132.26878537806115,1070.1450000000002,1066.178,130.199,495.22700000000003,84.53381668096196,304.752,185.48567353680852,405.336
2016-08-15,930.5574244703165,646.8204725792616,69.38310043676938,1007.2681719603859,1070.5639999999999,740.047,96.6822581063515,703.567,871.691,168.1131108410046,251.21046341875152,133.41336088379367,1067.7250000000001,1068.8709999999999,132.403,497.184,85.00616450286259,312.121,185.7144086701178,404.221
2016-08-16,930.8237259029,647.129733733801,70.21358299848949,1007.8557005804566,1072.0379999999998,740.459,97.95641581705225,701.0300000000001,876.3549999999999,167.22849136362638,251.8223824865158,134.63348070017145,1068.953,1072.5280000000002,127.7,500.985,85.964062022408,311.87,186.649800821033,404.434
2016-08-17,931.1247981895856,647.5943951361415,70.71210932403523,1008.211135996522,1076.773,742.287,98.1961281501584,699.706,878.0629999999999,168.3640184595748,251.6599589838047,134.79061531167352,1071.318,1068.852,127.028,500.378,86.28934148949678,312.41799999999995,186.49574211190648,405.559
2016-08-18,930.7675290705434,645.8322023901965,70.12968766691077,1008.1634145947658,1068.26,738.745,97.62348066767363,700.521,875.229,167.68004252703582,251.25036798588468,134.19444236174948,1072.268,1072.163,130.784,499.35400000000004,85.74236442890638,306.436,185.65731935667927,402.13899999999995
2016-08-19,929.737610055469,646.5485570209574,70.21976166959791,1008.5985683397088,1066.311,739.161,98.17288101031022,694.1859999999999,881.0129999999999,165.85453123651223,251.9186166616701,135.47634347238073,1070.592,1068.834,125.92600000000002,496.52700000000004,86.08608984102717,308.54,185.469672433018,403.114
2016-08-20,930.7342196190351,646.4572051647481,70.87166793008713,1009.0925496125944,1067.82,739.116,99.39419221951185,696.701,875.4549999999999,167.31539138111768,252.82412822894983,136.45300824621472,1071.973,1070.508,132.49099999999999,504.37,86.76794372437423,319.49499999999995,186.1160085985775,402.395
2016-08-21,931.9060333600285,648.2585584443759,72.11358518952356,1009.4762337717491,1070.707,742.1750000000001,100.21043506108447,700.5239999999999,877.905,169.39668575770173,253.49013094566578,137.02703867696377,1072.8229999999999,1067.993,135.823,500.59600000000006,87.96887399689491,312.23499999999996,187.21824158439264,407.056
2016-08-22,932.0877507627887,648.5194904630747,72.05996759564286,1009.2566805051106,1076.466,744.259,100.45481846215574,702.1109999999999,880.9620000000001,169.97067710194116,253.50649971811038,136.69105573720142,1069.639,1072.573,137.58599999999998,501.923,87.85469851222986,311.95500000000004,187.47405628530615,403.26599999999996
2016-08-23,931.3844823403294,646.8206578288535,71.16510346149254,1008.4292597324695,1071.375,739.9670000000001,98.90764621094104,701.361,879.335,167.45812150658256,252.45501354465185,135.94718470571422,1070.223,1069.763,129.028,497.843,86.9668828830461,311.176,186.75218957169523,400.76300000000003
2016-08-24,929.8586928334963,645.6035379784114,69.69404685562273,1007.2149290444106,1071.273,738.266,97.53056402878369,700.403,877.28,167.54946580646836,250.55919102716157,133.6746134623817,1075.056,1066.91,136.22400000000002,498.378,85.20976077583856,306.483,184.96706688065643,396.661
2016-08-25,929.1373231921712,644.7315263867799,68.82568582114219,1006.8897086837479,1066.5549999999998,739.696,97.05199074420042,698.84,871.3879999999999,165.77757473742182,250.3772817094556,134.0852536765818,1067.0059999999999,1066.293,131.321,496.412,84.80133398593549,307.753,184.766233182402,400.95599999999996
2016-08-26,929.7649101676124,646.629962558783,69.21231940563668,1007.2003164949925,1072.1670000000001,738.8829999999999,98.36130463090424,703.268,880.8809999999999,166.42020447691561,251.74497163954933,135.2735959100626,1068.708,1072.444,134.538,499.587,85.17691463937211,310.035,185.28953269892696,404.414
2016-08-27,930.3854114886562,646.4145303097235,70.01557536492307,1007.661064607989,1067.978,737.974,99.00336536183265,702.774,878.368,166.7925941007365,252.2509769939565,135.88076439397784,1071.568,1069.545,132.76300000000003,500.34299999999996,85.79945708948048,315.50800000000004,185.47192656659928,405.204
2016-08-28,930.380287842556,646.604199052569,70.29893717588214,1007.9139200344143,1067.5649999999998,737.8439999999999,99.12526497409696,699.142,874.7739999999999,167.61064304167058,252.54855634425158,135.9160007924838,1072.0590000000002,1071.032,133.01500000000001,496.39099999999996,86.74114923525424,307.727,185.96591954124165,406.46999999999997
2016-08-29,930.8924694340121,646.8088000841644,70.79577631515451,1008.5084474566287,1065.0649999999998,744.5619999999999,100.26590305611404,701.098,874.2489999999999,169.71396102594505,252.75547572741993,136.80852616854045,1076.568,1066.497,135.855,504.06700000000006,86.98277433976092,312.784,186.59585624948505,404.276
2016-08-30,931.6688121174494,647.8208807798339,71.1551719224473,1009.1741792944063,1064.929,745.652,101.66962250637624,703.772,881.152,170.14123072862938,253.94678643558447,137.42776562693248,1072.152,1073.678,137.988,504.18999999999994,88.21064587421566,306.714,187.61283610615487,407.146
2016-08-31,932.4503421336875,649.0461347890421,71.23744961166817,1010.229066948302,1069.4969999999998,743.916,102.50271421248881,701.61,876.1540000000001,170.25405707260754,254.9825229387061,138.14137409889094,1073.752,1067.292,137.59000000000003,501.501,89.3135835243689,309.256,188.24583827876558,415.159
2016-09-01,934.12456467739,650.4292312985382,71.37549814397984,1011.174455312277,1071.482,744.4399999999999,103.57402035431762,705.194,880.449,171.89627806373582,256.3871483494211,139.27336775835195,1081.576,1072.3899999999999,137.907,502.53900000000004,89.97949409732165,317.49699999999996,188.83618330175506,415.88199999999995
