"n0","e0","u0","n1","e1","u1","n2","e2","u2"
-381.80343601309,789.812187881932,470.087363713474,-853.637,-659.124,968.179,-1020.491,-748.752,391.74
-383.880639714245,785.041613971098,492.917997194734,-852.682,-660.118,958.773,-1019.648,-749.866,386.154
-383.109837980556,783.553969337152,489.525147371309,-851.727,-659.814,952.274,-1021.318,-749.249,386.371
-385.597337653657,786.352425544951,486.060869149509,-850.501,-661.858,960.424,-1019.667,-746.234,381.819
-385.82635063308,786.488607530242,489.190255461477,-852.134,-660.33,957.151,-1021.497,-747.684,380.473
-384.101,784.876,471.471,-851.983,-661.215,961.999,-1020.09,-747.402,383.065
-383.942,784.668,471.92,-852.12,-659.945,957.509,-1020.554,-746.687,378.71
-384.02,784.475,474.296,-852.89,-660.637,957.199,-1018.294,-747.998,381.498
-382.128,786.622,471.932,-850.275,-659.368,956.959,-1018.411,-746.196,382.248
-382.767,787.07,475.455,-849.738,-659.078,963.693,-1020.81,-745.398,384.709
-382.018,786.351,476.44,-849.25,-660.853,960.665,-1019.253,-744.585,381.164
-381.812,786.13,468.438,-848.52,-658.342,950.551,-1019.286,-746.681,379.67
-382.122,784.911,472.875,-849.749,-660.115,953.117,-1019.163,-746.817,384.667
-384.537,787.123,470.43,-850.487,-659.354,960.007,-1020.832,-745.795,385.919
-386.076,785.024,465.343,-852.884,-659.215,958.231,-1021.593,-748.422,378.926
-380.117,786.229,480.052,-850.55,-661.277,958.817,-1021.082,-747.132,376.659
-381.772,785.571,483.787,-849.976,-659.681,956.907,-1021.019,-748.275,384.97
-383.233,784.844,483.971,-851.317,-659.519,960.111,-1020.555,-747.889,383.462
-384.387,784.822,480.067,-852.509,-658.837,967.798,-1021.496,-747.63,387.827
-382.041513391344,784.661764726417,467.609589993419,-848.968,-659.17,963.292,-1019.453,-745.154,388.791
-384.041923059019,785.306620657845,487.144111476461,-848.884,-660.456,964.573,-1018.736,-745.316,391.797
-384.435740192466,785.106581426662,472.30274050028,-850.206,-660.6,965.592,-1019.883,-745.464,387.33
-386.637980342032,789.744672438215,475.749203427422,-850.054,-660.834,962.348,-1019.336,-746.027,388.84
-386.487324786192,789.512299208171,469.132469187288,-850.403,-658.495,964.219,-1022.162,-746.659,393.293
-385.842754741737,783.945584287078,474.243242247596,-849.004,-658.935,961.971,-1020.233,-745.978,386.92
-384.816491612482,784.337441175565,478.693098978408,-849.896,-658.575,964.556,-1021.382,-745.865,386.072
-384.52,786.673,476.917,-850.953,-658.688,963.325,-1021.004,-745.825,382.876
-384.112,787,474.965,-850.168,-657.361,957.193,-1021.188,-746.978,384.545
-381.815,787.914,475.399,-848.255,-659.847,954.218,-1018.81,-745.376,382.991
-383.858,787.885,476.112,-848.756,-659.502,960.702,-1020.115,-745.665,384.295
-382.733,788.387,478.458,-848.024,-659.369,961.485,-1020.344,-743.555,384.26
-382.619,787.433,473.803,-849.97,-657.472,956.965,-1020.029,-746.764,382.226
-383.719,786.52,474.6,-850.455,-659.617,958.88,-1020.284,-746.421,380.474
-383.356,786.541,472.287,-851.984,-657.57,960.467,-1019.321,-747.687,379.349
-382.886,785.909,475.493,-851.541,-658.654,965.878,-1020.008,-748.344,384.963
-382.575,785.39,476.919,-852.196,-658.862,965.055,-1019.32,-748.127,388.218
-381.398,785.446,477.126,-852.456,-660.029,965.389,-1018.211,-748.073,385.725
-383.268,786.087,475.222,-851.499,-657.562,964.352,-1020.465,-748.004,385.276
-387.264775091225,784.874141557764,484.890401585896,-850.766,-657.737,964.38,-1020.685,-747.078,388.831
-385.02100933252,786.355142426033,479.391947480961,-854.652,-656.723,969.219,-1020.472,-750.304,382.967
-383.455413088209,787.785153557837,470.467496797455,-853.021,-657.781,964.956,-1020.737,-748.892,383.344
-387.907266403557,786.562985151548,483.593464409485,-852.141,-657.471,962.308,-1021.128,-747.95,378.499
-382.662896433936,783.663634533071,484.043544708245,-850.262,-656.266,961.179,-1022.535,-747.337,384.431
-380.150434946153,784.936758301622,478.984884631285,-852.072,-656.222,963.021,-1020.182,-748.291,383.775
-386.895046011808,787.992519041952,494.19096245264,-851.415,-657.734,968.368,-1021.389,-746.937,386.925
-382.611,789.358,475.795,-848.96,-657.221,958.771,-1021.025,-745.34,384.1
-384.418,786.426,477.161,-851.747,-656.622,968.382,-1020.554,-748.256,387.499
-382.655,786.581,479.993,-851.68,-659.873,969.33,-1020.19,-748.366,385.99
-381.349,785.619,478.731,-852.614,-659.271,965.654,-1018.891,-748.152,386.788
-387.345600108622,783.023195030618,474.979957673304,-852.517,-659.449,964.135,-1018.927,-748.698,386.813
-384.190416286488,786.055032462216,481.979952445784,-851.729,-660.391,970,-1019.21,-748.857,384.304
-380.310685063929,784.653489766959,493.760465058429,-852.151,-662.409,963.323,-1017.593,-747.15,384.177
-387.752872760619,785.022571177587,475.141861464573,-850.893,-662.877,969.652,-1019.115,-745.144,389.382
-387.838224918671,786.522026491418,493.124185903662,-850.339,-659.07,961.767,-1019.16,-747.224,380.556
-379.972110086605,788.084152697831,471.059629933473,-850.436,-659.88,970.48,-1018.761,-747.813,385.323
-380.925092659143,786.598822727923,484.334796198377,-851.384,-659.423,973.923,-1019.148,-746.901,390.82
-382.516,784.25,478.796,-852.841,-658.964,968.91,-1019.069,-750.511,390.387
-381.402,785.756,483.054,-851.424,-659.183,967.774,-1018.572,-749.565,392.595
-382.535,785.839,481.098,-850.909,-660.612,969.149,-1018.622,-747.893,389.228
-383.669,787.069,478.976,-849.548,-659.565,969.822,-1020.73,-746.421,389.792
-384.66,784.983,472.889,-853.429,-658.3,966.645,-1020.248,-749.774,382.283
-387.872919671398,782.581812416325,471.798770979804,-852.555,-660.465,963.714,-1021.296,-749,387.171
-387.103437215455,788.793371856203,472.330816942623,-851.777,-659.59,964.892,-1021.147,-748.027,380.166
-385.1489051821,782.922397177686,474.339384161466,-851.835,-660.072,961.734,-1020.35,-747.963,379.095
-381.671734658697,783.841659646434,465.716280002421,-851.937,-660.536,962.171,-1019.107,-747.15,382.097
-384.479770946989,784.464941565385,470.777870104963,-852.124,-659.688,959.526,-1019.83,-748.553,377.591
-388.215270248929,784.309879685194,468.043802712527,-850.357,-659.93,952.144,-1020.174,-746.283,382.079
-384.944423789665,783.957389906589,487.781515470206,-849.012,-660.501,953.05,-1020.385,-746.126,381.441
-384.388,783.634,471.168,-852.341,-661.073,953.893,-1019.985,-750.531,381.936
-384.283,785.409,474.351,-850.932,-659.973,956.317,-1020.498,-748.65,380.354
-381.314,784.66,474.96,-850.234,-661.23,950.969,-1018.532,-748.903,382.001
-383.409,784.085,478.423,-852.579,-660.885,956.513,-1018.894,-748.144,383.751
-383.6,784.226,474.572,-851.571,-660.169,955.379,-1018.883,-749.303,383.655
-383.737,784.771,473.025,-851.899,-658.729,954.894,-1019.934,-748.906,384.518
-385.196,784.628,474.66,-852.669,-657.379,954.656,-1020.233,-750.845,382.533
-384.523,785.009,474.343,-851.987,-659.07,956.848,-1019.479,-748.938,385.817
-386.925,785.386,472,-853.142,-656.677,957.905,-1021.69,-750.556,386.567
-384.635,785.417,476.796,-851.457,-659.419,956.072,-1019.594,-748.272,386.69
-383.666,786.884,479.125,-850.913,-657.499,957.769,-1022.314,-747.682,388.076
-382.289,786.843,482.618,-850.365,-659.725,958.835,-1019.874,-747.486,388.795
-382.05,785.423,481.517,-850.74,-660.436,956.232,-1018.209,-749.114,391.007
-384.064098025929,786.177173254784,482.01739567633,-849.995,-661.094,961.662,-1018.401,-746.232,390.806
-382.401865449113,786.434568675989,473.64017880158,-851.756,-659.494,959.203,-1018.262,-749.276,383.554
-380.56845570007,787.194547982483,480.861216836307,-850.58,-659.952,954.449,-1017.471,-748.573,384.858
-385.825427253136,786.604748551023,488.347893298307,-850.063,-659.098,957.767,-1020.294,-747.289,389.823
-380.746145716817,786.176645854813,493.188294992649,-852.795,-660.659,955.582,-1019.384,-750.46,387.231
-378.895847677343,785.088435563967,479.8642627906,-854.496,-661.498,961.365,-1018.696,-750.764,385.914
-385.462567108843,788.674690673132,471.934964217898,-851.038,-661.097,956.773,-1018.904,-747.528,387.708
-382.406,787.881,472.177,-848.891,-659.53,952.955,-1020.491,-745.49,386.664
-384.104,785.341,471.584,-853.797,-658.327,952.4,-1021.129,-750.073,378.461
-383.557,786.294,476.195,-852.623,-659.869,959.65,-1020.562,-748.382,387.062
-382.978,788.406,483.733,-850.459,-659.85,957.349,-1019.424,-746.777,391.709
-384.411,786.348,480.758,-852.092,-658.686,959.324,-1020.145,-748.761,387.194
-383.121,785.549,478.101,-851.855,-658.311,958.023,-1018.99,-748.047,386.543
-382.588,786.338,476.948,-851.689,-658.468,965.31,-1018.297,-747.483,386.135
-384.981,785.34,479.526,-851.745,-658.172,965.964,-1021.988,-748.559,387.666
-382.492,783.68,481.388,-851.13,-660.538,966.066,-1018.878,-746.423,385.478
-382.512,786.383,486.45,-850.294,-659.762,968.793,-1018.861,-747.4,391.438
-382.035,786.079,482.463,-851.101,-658.793,967.919,-1017.851,-747.852,391.854
-384.344,785.047,480.51,-852.426,-657.298,963.001,-1020.747,-749.479,392.149
-384.264,784.597,480.659,-853.325,-658.976,969.064,-1020.061,-749.229,389.882
-383.275,786.21,479.317,-850.991,-659.827,968.09,-1020.767,-747.377,386.441
-383.33,785.986,487.099,-851.492,-659.621,969.781,-1019.983,-748.648,391.538
-381.585,785.216,483.998,-851.033,-662.264,965.286,-1019.542,-748.022,394.565
-382.897,785.244,482.868,-851.872,-660.43,964.881,-1020.147,-749.983,393.945
-384.913,783.982,478.637,-855.4,-657.797,970.815,-1020.602,-751.671,393.264
-382.503460828677,783.407811536264,489.385758763424,-853.161,-659.094,967.644,-1021.27,-748.987,391.348
-387.197056881774,789.271991909796,489.21961438284,-850.299,-658.975,965.104,-1019.861,-747.056,386.136
-386.774266275282,782.52401725659,475.685516958388,-851.388,-658.976,968.231,-1020.582,-748.36,388.751
-387.273703607128,786.237667614273,471.126710888395,-851.633,-660.404,972.092,-1020.034,-747.35,390.038
-380.593848907588,786.202350644067,476.309088883416,-852.754,-661.31,972.436,-1019.131,-749.032,389.677
-384.570173074049,782.885240408193,485.930514536432,-850.293,-659.978,971.754,-1019.489,-746.606,390.17
-382.768358102628,786.011909855422,467.507978819445,-852.834,-660.493,967.345,-1018.809,-748.562,384.061
-385.432,784.733,478.679,-852.471,-659.329,966.608,-1019.709,-750.187,385.397
-386.033,786.212,484.223,-852.885,-659.583,970.662,-1021.625,-748.033,390.801
-384.994,785.35,481.322,-851.996,-660.189,965.562,-1019.394,-749.112,388.422
-384.572,786.039,480.467,-851.992,-659.261,964.533,-1019.85,-748.085,386.817
-386.015,784.939,477.451,-853.888,-659.935,963.424,-1020.795,-749.513,384.419
-385.478,784.3,477.555,-853.929,-659.493,963.818,-1020.06,-749.925,384.624
-385.578,785.333,481.949,-852.988,-657.856,963.671,-1021.239,-749.947,390.974
-384.367,785.766,476.514,-852.606,-659.028,957.927,-1020.203,-748.126,385.371
-386.973,785.444,475.748,-852.706,-658.526,962.628,-1022.091,-749.562,383.942
-385.403,786.857,477.054,-851.352,-658.358,962.491,-1021.055,-748.079,382.566
-385.176,785.552,482.291,-852.267,-658.154,964.572,-1019.841,-748.443,387.699
-385.782,785,483.132,-852.61,-657.403,967.681,-1020.765,-750.454,389.767
-384.709,787.587,484.996,-850.894,-658.284,964.926,-1019.882,-747.306,386.108
-384.667,784.929,480.378,-853.327,-659.084,964.492,-1019.774,-749.987,387.475
-384.13,785.097,479.27,-851.252,-660.89,967.78,-1019.027,-748.702,384.887
-385.821,783.686,479.778,-854.656,-659.775,967.458,-1020.991,-750.747,389.998
-385.64,785.597,476.753,-851.557,-660.223,960.856,-1020.238,-748.34,383.699
-383.437,782.769,482.11,-851.592,-661.112,961.614,-1019.341,-748.064,385.298
-382.911,785.252,471.408,-851.234,-661.306,961.9,-1018.987,-748.094,380.996
-383.911,786.418,475.196,-850.92,-660.833,964.813,-1020.585,-746.759,383.658
-384.917,784.655,474.836,-852.314,-659.282,964.799,-1020.826,-748.538,382.313
-385.364,786.637,483.026,-851.611,-658.033,960.705,-1022.315,-747.277,389.705
-386.142,787.875,480.094,-851.573,-656.646,965.956,-1022.048,-747.627,390.726
-384.551,786.215,479.696,-851.068,-658.338,966.693,-1020.019,-748.318,389.942
-384.835,786.079,478.311,-850.306,-659.183,964.153,-1020.659,-747.353,390.721
-386.435,786.494,473.521,-851.94,-656.626,962.876,-1021.726,-749.208,386.906
-384.818,788.705,476.455,-850.065,-658.632,969.355,-1021.594,-746.62,388.499
-383.896,789.462,475.493,-848.601,-657.117,966.924,-1021.782,-745.091,386.923
-380.090458663255,787.053755551488,473.979778844078,-848.055,-657.25,964.373,-1022.193,-745.288,385.58
-385.916599345755,785.855647798108,494.298353552353,-851.274,-658.14,962.156,-1021.167,-746.77,388.027
-378.903201660747,783.416711401919,487.352616644651,-851.167,-659.741,961.8,-1021.271,-747.544,388.999
-382.842515820406,786.926925491307,469.728880118288,-851.14,-658.674,962.851,-1022.571,-747.19,387.506
-380.936886888353,783.295269478771,486.731272431731,-851.763,-660.194,958.779,-1022.663,-748.174,381.781
-380.158759940133,786.691647450436,482.173310103972,-852.015,-661.194,955.469,-1021.531,-748.079,378.99
-380.023695170463,785.929078426329,474.919232465071,-851.398,-659.771,959.946,-1023.78,-747.478,382.695
-387.316,785.968,476.312,-853.459,-658.352,962.556,-1022.999,-749.219,383.099
-385.538,785.88,478.343,-852.237,-659.501,962.254,-1020.827,-749.095,386.725
-385.851,787.174,474.169,-851.805,-659.056,960.699,-1022.889,-747.664,388.849
-385.2,786.165,479.012,-853.309,-659.469,960.308,-1022.356,-747.795,384.653
-385.865,785.331,472.845,-854.064,-658.106,954.162,-1022.136,-749.047,381.194
-383.729,785.049,476.119,-852.65,-660.301,959.758,-1019.882,-747.704,382.441
-384.693,785.086,477.994,-853.214,-659.673,959.185,-1020.905,-746.459,384.33
-384.564,785.906,476.04,-852.921,-657.414,958.911,-1022.521,-747.208,384.932
-385.585,786.344,474.771,-852.811,-657.84,963.352,-1022.618,-749.77,385.253
-387.393,786.662,475.526,-853.738,-655.972,961.482,-1023.295,-749.032,384.327
-388.232,785.392,473.413,-853.603,-657.197,958.243,-1023.427,-750.314,384.981
-388.313,786.979,476.004,-851.618,-657.788,962.364,-1023.306,-748.39,387.433
-384.498,785.369,472.638,-852.147,-658.857,962.654,-1021.312,-747.844,380.211
-384.482,784.627,477.893,-853.454,-658.329,963.827,-1021.167,-749.251,388.377
-382.085,786.626,480.37,-850.164,-659.17,960.247,-1019.663,-747.131,386.775
-383.343,786.534,481.1,-850.872,-656.526,956.814,-1020.29,-748.45,388.29
-383.687,786.011,480.039,-851.782,-656.823,962.491,-1020.626,-748.991,391.99
-383.365,785.845,484.64,-850.932,-659.16,962.955,-1019.83,-748.243,390.594
-383.876,786.171,488.315,-850.531,-658.559,968.524,-1020.781,-747.689,396.181
-384.79,786.994,486.907,-851.503,-656.455,964.457,-1022.079,-747.826,392.945
-384.754,785.778,483.875,-851.966,-656.449,965.305,-1021.732,-749.609,395.2
-385.493,784.473,482.077,-852.653,-657.758,968.602,-1021.154,-749.74,392.555
-384.753,783.298,486.261,-852.919,-657.636,969.291,-1020.19,-750.031,392.656
-385.125,785.317,485.637,-852.448,-657.479,975.668,-1020.814,-749.051,392.134
-384.875,784.147,484.001,-853.548,-656.154,973.395,-1020.028,-750.817,389.431
-382.513,784.667,488.037,-852.85,-658.434,966.667,-1019.13,-749.679,393.661
-383.803,785.279,487.276,-851.607,-658.018,966.029,-1019.429,-749.555,392.459
-384.33,785.795,475.195,-850.671,-658.835,964.404,-1019.582,-748.821,389.06
-383.866,785.198,482.825,-851.175,-658.267,962.301,-1020.568,-748.309,388.415
-383.134,784.66,480.186,-851.269,-659.564,960.638,-1020.043,-749.169,388.464
-383.256,786.709,479.465,-850.14,-658.734,966.505,-1019.728,-747.048,387.647
-384.279,785.868,482.247,-850.165,-658.957,966.096,-1021.378,-747.869,392.564
-386.051,786.493,483.582,-850.875,-658.674,967.663,-1021.46,-747.727,386.236
-384.703,786.753,482.68,-852.995,-658.843,966.974,-1021.101,-749.199,387.59
-385.742,782.868,489.62,-851.266,-658.746,965.174,-1020.289,-748.051,387.37
-385.32,783.381,479.345,-854.4,-658.773,963.551,-1020.085,-750.669,384.97
-382.699,783.133,482.559,-852.315,-660.667,967.758,-1020.106,-749.288,393.585
-385.773,785.197,477.073,-853.402,-660.725,960.382,-1021.357,-750.632,392.704
-385.871,784.478,478.03,-853.31,-658.945,957.981,-1021.612,-750.278,397.386
-383.153,784.569,476.676,-851.644,-659.938,956.523,-1022.757,-747.945,376.262
-383.842,785.217,476.772,-851.875,-660.07,957.167,-1020.914,-746.266,380.652
-383.798,784.114,480.459,-851.621,-661.019,960.139,-1020.353,-747.612,381.998
-383.988,785.876,481.601,-851.02,-660.254,960.905,-1021.223,-747.553,382.459
-386.853,783.824,478.103,-854.348,-657.981,958.173,-1022.648,-749.076,377.906
-385.513,783.332,479.992,-854.798,-659.75,961.412,-1021.508,-749.644,382.461
-384.705,784.304,477.695,-852.512,-659.751,960.078,-1019.371,-748.342,381.795
-386.333,784.238,477.514,-853.539,-658.666,958.664,-1021.818,-750.188,382.432
-384.271,785.069,476.376,-851.641,-660.002,961.568,-1020.507,-748.162,381.476
-385.561,786.671,475.433,-851.237,-657.874,961.979,-1021.483,-746.63,384.676
-386.634,788.152,474.655,-850.609,-655.303,961.84,-1024.917,-747.015,384.334
-384.239,783.366,477.464,-853.825,-660.343,962.639,-1020.944,-749.309,383.274
-384.329,784.381,472.956,-852.283,-661.6,958.164,-1020.492,-748.196,380.406
-384.629,786.565,470.715,-851.495,-660.269,957.824,-1022.568,-747.373,385.1
-386.214,784.875,473.047,-853.669,-660.376,961.32,-1023.306,-748.86,382.294
-385.143,785.07,474.334,-852.746,-660.527,959.222,-1020.054,-746.455,376.432
-385.127,784.163,472.339,-852.864,-659.93,961.975,-1020.892,-748.881,378.574
-385.187,783.489,471.574,-853.626,-660.106,959.949,-1019.947,-749.428,377.542
-383.718,785.631,476.72,-851.955,-661.853,961.894,-1018.449,-746.585,380.58
-385.219,785.828,474.004,-852.285,-660.407,957.21,-1021.404,-747.943,382.029
-384.083,786.088,473.585,-851.511,-660.58,958.204,-1020.876,-746.575,383.604
-383.51,785.417,473.588,-853.821,-660.358,960.122,-1018.866,-747.732,383.092
-385.294,785.183,475.994,-853.208,-660.145,961.879,-1021.176,-748.624,391.384
-383.363,787.69,486.01,-853.011,-658.124,968.48,-1021.027,-747.534,387.469
-383.8,783.629,480.264,-854.537,-659.998,970.647,-1019.406,-748.351,387.818
-382.589,783.868,477.201,-853.952,-658.468,962.398,-1019.573,-749.881,389.143
-384.378,783.101,476.862,-854.847,-658.17,963.157,-1020.507,-750.662,385.657
-383.389,784.244,476.237,-852.948,-658.308,963.09,-1020.223,-750.033,384.685
-382.772,784.623,475.412,-852.474,-658.918,963.775,-1019.095,-749.237,381.926
-383.697,785.158,476.152,-851.967,-658.189,964.73,-1019.988,-748.928,382.841
-384.298,785.061,479.1,-853.62,-658.363,969.431,-1021.355,-748.852,386.147
-382.629,784.051,478.047,-852.851,-659.044,965.982,-1017.899,-749.814,382.662
-382.28,784.643,481.992,-851.583,-657.299,967.364,-1018.259,-749.948,388.395
-382.711,783.901,479.856,-853.45,-657.012,970.959,-1019.438,-749.891,390.787
-380.951,784.057,480.059,-851.792,-659.873,968.763,-1019.408,-748.326,387.46
-382.466,784.943,480.282,-850.789,-660.338,972.596,-1018.466,-748.376,389.165
-382.366,785.154,481.648,-851.123,-658.64,974.578,-1019.124,-748.093,390.905
-383.407,784.573,482.052,-852.396,-657.666,982.224,-1019.097,-749.948,391.434
-384.041,785.044,478.232,-853.059,-655.888,985.85,-1019.617,-750.944,384.169
-380.941,785.602,481.271,-852.052,-659.631,986.192,-1017.402,-748.446,391.332
-380.765,786.359,486.681,-850.928,-659.331,977.312,-1018.251,-747.137,387.99
-379.839,786.927,484.887,-849.871,-659.191,977.737,-1018.401,-747.035,390.508
-381.565,786.12,487.694,-850.787,-658.94,975.53,-1019.88,-747.983,392.759
-382.407,785.165,485.985,-851.431,-657.041,966.765,-1019.256,-749.99,386.568
-380.283,785.69,479.921,-851.382,-659.474,967.97,-1017.337,-748.628,384.261
-383.608,784.755,481.519,-852.718,-659.357,967.971,-1019.68,-750.092,386.163
-384.354,783.932,479.629,-853.239,-659.562,965.795,-1018.136,-750.622,382.667
-383.518,785.63,483.053,-852.738,-658.095,967.803,-1020.205,-750.061,382.31
-381.63,784.777,481.439,-850.726,-659.01,965.946,-1019.265,-747.989,384.008
-385.643,783.513,470.61,-854.775,-657.443,965.635,-1020.61,-750.957,383.974
-383.972,785.567,473.519,-851,-657.217,967.827,-1021.298,-748.253,384.881
-385.756,784.443,472.578,-853.128,-657.867,970.34,-1021.747,-750.182,384.62
-382.797,785.301,472.281,-851.832,-658.247,971.28,-1019.815,-747.472,379.669
-382.731,785.244,473.437,-851.025,-659.247,965.876,-1019.47,-748.533,382.108
-382.085,785.431,475.413,-850.021,-658.168,962.057,-1019.166,-747.984,384.66
-380.977,785.463,477.197,-850.663,-658.338,964.795,-1018.872,-747.473,384.952
-381.976,786.166,475.507,-850.673,-656.093,958.827,-1020.595,-747.779,383.221
-381.936,784.977,481.396,-850.251,-658.478,960.512,-1019.05,-747.238,386.053
-381.574,784.11,478.738,-849.789,-657.966,956.829,-1018.586,-749.192,382.57
-384.71,784.397,475.299,-851.93,-657.218,959.128,-1019.781,-749.687,381.637
-382.32,785.725,478.945,-849.578,-658.301,962.292,-1018.32,-747.236,381.537
-381.344,784.325,480.253,-850.05,-658.823,958.634,-1016.604,-748.105,384.054
-381.003,786.301,480.492,-849.894,-657.726,964.796,-1017.261,-748.64,380.572
-379.924,786.703,486.678,-850.569,-657.677,967.831,-1017.423,-748.254,388.722
-380.974,784.47,486.312,-850.091,-657.151,965.924,-1017.375,-749.299,388.612
-381.097,784.861,486.416,-849.178,-657.45,965.886,-1017.899,-748.969,391.014
-382.468,786.423,489.204,-847.638,-659.544,982.346,-1019.393,-748.186,391.439
-382.9,784.921,488.278,-851.132,-657.012,973.334,-1019.751,-749.261,388.402
-380.116,784.747,488.027,-849.13,-658.468,965.327,-1016.696,-748.383,388.385
-379.318,783.72,486.36,-849.709,-660.557,969.352,-1016.143,-748.227,387.377
-382.007,784.353,485.082,-850.722,-658.028,967.77,-1018.174,-749.224,387.831
-381.69,784.947,486.136,-849.913,-659.604,965.396,-1017.913,-748.91,388.597
-381.345,784.527,485.838,-849.88,-658.414,967.211,-1017.444,-748.66,379.942
-382.188,784.155,486.133,-849.827,-661.219,974.697,-1017.439,-747.814,381.742
-381.872,783.906,480.527,-851.726,-659.912,962.864,-1017.371,-750.307,380.243
-380.106,784.515,480.846,-850.144,-659.661,969.134,-1018.018,-749.201,387.619
-381.873,782.569,479.63,-852.16,-660.367,962.551,-1017.634,-749.534,390.895
-378.852,783.341,485.397,-849.785,-663.781,960.878,-1014.655,-747.998,391.195
-380.903,785.233,479.323,-850.472,-659.248,956.458,-1017.619,-748.721,383.946
-380.767,785.935,479.255,-848.989,-660.956,956.761,-1016.207,-747.509,382.304
-383.576,786.798,478.282,-852.54,-658.93,956.871,-1020.528,-749.967,385.472
-382.591,783.955,477.649,-852.036,-659.322,955.885,-1018.871,-749.247,382.865
-382.473,786.375,479.603,-849.875,-658.277,959.376,-1018.401,-748.437,382.591
-381.944,785.294,486.751,-850.839,-659.323,964.539,-1019.215,-747.753,383.596
-382.943,786.899,481.877,-849.563,-657.879,957.63,-1020.951,-747.305,384.045
-379.967,785.071,485.227,-849.872,-661.31,965.874,-1018.474,-747.467,388.299
-381.779,785.107,484.977,-849.704,-660.038,961.892,-1019.337,-747.344,389.184
-381.602,787.061,482.77,-848.782,-659.83,963.372,-1019.554,-746.665,383.398
-383.591,786.754,479.087,-850.787,-656.751,961.501,-1019.774,-747.928,382.466
-382.017,785.424,484.077,-850.525,-659.502,961.055,-1018.252,-747.729,384.828
-383.319,784.349,484.762,-853.212,-659.345,971.551,-1019.6,-749.117,388.533
-382.69,787.208,484.38,-850.013,-659.586,971.382,-1020.512,-746.573,389.317
-381.426,784.464,486.482,-851.484,-659.891,960.547,-1018.871,-748.203,387.029
-383.084,784.618,481.277,-851.802,-661.443,961.204,-1019.68,-748.008,388.709
-379.826,785.344,483.126,-848.918,-662.743,967.471,-1017.425,-744.629,386.163
-381.286,787.711,483.805,-849.477,-660.164,961.099,-1019.017,-745.864,384.19
-381.79,786.082,482.641,-849.404,-660.744,963.259,-1018.348,-746.977,384.991
-381.391,784.83,479.457,-851.283,-659.693,962.872,-1018.06,-748.556,383.879
-381.228,784.563,478.209,-850.865,-660.104,956.942,-1017.336,-748.065,380.463
-381.628,784.476,478.425,-850.688,-661.089,962.253,-1017.801,-747.937,380.621
-382.382,785.34,478.679,-851.565,-660.44,962.595,-1019.818,-747.57,381.499
-383.309,785.705,477.576,-849.952,-659.921,963.999,-1019.659,-748.841,385.601
-382.461,784.998,482.327,-852.184,-661.325,970.08,-1018.462,-747.972,388.376
-381.673,785.75,480.607,-850.326,-661.045,963.811,-1019.777,-747.235,386.591
-382.691,784.95,482.485,-851.047,-658.495,968.842,-1020.186,-748.652,383.339
-381.154,785.625,483.573,-850.772,-658.689,967.684,-1018.352,-747.53,384.839
-379.445,785.785,480.953,-849.057,-660.605,970.585,-1017.774,-746.719,384.821
-379.854,785.395,483.091,-849.403,-660.802,967.803,-1017.555,-747.465,386.464
-379.446,784.233,479.562,-850.132,-659.643,959.933,-1016.375,-748.613,383.496
-380.765,784.652,481.896,-850.004,-658.814,959.569,-1018.752,-749.452,384.481
-380.716,785.429,483.026,-850.609,-658.98,966.145,-1018.48,-748.681,387.64
-381.889,784.817,481.451,-851.443,-660.105,967.359,-1018.331,-749.258,381.709
-382.768,783.626,477.314,-851.549,-659.791,961.006,-1018.52,-749.742,378.801
-382.565,784.959,477.309,-851.128,-659.204,965.397,-1019.951,-748.374,378.685
-381.064,785.451,475.361,-849.715,-659.393,960.367,-1019.787,-747.753,379.353
-381.826,784.687,478.674,-850.683,-660.476,963.846,-1017.812,-748.244,385.639
-382.805,784.852,477.571,-850.338,-657.792,960.293,-1018.259,-748.437,383.512
-381.86,786.333,479.023,-849.856,-659.599,967.026,-1020.093,-746.878,380.486
-383.01,784.651,476.811,-851.165,-661.119,959.652,-1019.499,-748.473,381.812
-385.272,782.938,469.72,-852.701,-658.317,949.279,-1021.407,-749.676,371.343
-383.144,784.634,472.711,-850.066,-659.747,959.011,-1020.311,-747.889,376.907
-382.368,785.804,473.02,-850.311,-658.687,957.556,-1019.689,-747.286,380.394
-382.266,786.875,474.594,-851.708,-659.084,954.716,-1019.693,-748.114,380.941
-382.575,787.588,481.281,-850.159,-659.314,958.075,-1019.619,-747.125,382.068
-380.848,785.252,475.911,-850.001,-659.996,951.073,-1018.048,-747.418,385.47
-383.732,785.246,475.744,-851.13,-657.58,955.214,-1021.527,-748.81,382.542
-384.733,783.474,475.385,-852.101,-658.539,957.36,-1020.587,-748.992,380.169
-384.253,786.039,480.173,-849.163,-658.301,961.347,-1021.399,-747.27,383.968
-383.691,785.378,477.965,-849.194,-659.26,954.99,-1020.094,-747.677,379.336
-384.273,785.22,475.076,-851.121,-660.262,954.733,-1020.511,-748.307,380.951
-384.528,785.378,476.6,-851.072,-658.292,955.131,-1020.098,-748.334,378.162
-384.648,784.754,477.906,-851.771,-658.699,958.476,-1021.098,-749.209,384.186
-384.349,786.341,482.165,-850.642,-658.567,958.647,-1020.661,-748.099,385.455
-382.024,784.321,486.942,-848.613,-661.469,968.517,-1016.784,-746.658,387.871
