jd,n0,e0,u0,n1,e1,u1,n2,e2,u2,n3,e3,u3
2017-02-10,-380.682,728.167,206.117,-271.462,-390.403,627.03,-660.125,-256.69000000000005,925.7030000000001,-769.6370000000001,109.151,128.75400000000002
2017-02-11,-382.494,725.739,201.63,-271.684,-393.04200000000003,622.652,-659.695,-258.66999999999996,918.702,-773.042,105.94000000000001,122.11500000000001
2017-02-12,-384.086,727.919,208.315,-275.805,-390.704,625.625,-663.448,-257.44800000000004,925.6790000000001,-773.992,108.16199999999999,131.855
2017-02-13,-382.776,727.1529999999999,210.078,-272.932,-391.85900000000004,626.22,-662.255,-257.522,925.9079999999999,-773.23,107.695,126.18099999999998
2017-02-14,-382.61799999999994,726.9979999999999,209.696,-273.289,-392.748,630.493,-661.299,-258.038,925.199,-774.9169999999999,106.04,128.225
2017-02-15,-384.581,724.318,210.13000000000002,-272.572,-394.40999999999997,630.8090000000001,-664.237,-260.627,925.9459999999999,-775.3720000000001,105.02300000000001,124.01400000000001
2017-02-16,-382.81399999999996,725.108,202.10799999999998,-272.446,-394.20500000000004,622.463,-661.5770000000001,-259.809,919.9340000000001,-773.871,104.478,123.846
2017-02-17,-384.50100000000003,725.1300000000001,210.85700000000003,-275.401,-394.84200000000004,628.969,-662.828,-260.524,923.264,-775.9939999999999,104.02300000000001,121.751
2017-02-18,-382.40599999999995,724.921,209.05100000000002,-272.722,-394.16799999999995,628.103,-661.008,-259.90200000000004,925.797,-773.3449999999999,104.627,122.046
2017-02-19,-381.18800000000005,724.582,209.615,-272.111,-394.539,634.2860000000001,-660.0189999999999,-260.383,926.434,-772.605,103.895,125.477
2017-02-20,-381.782,724.859,210.44899999999996,-272.034,-394.358,630.819,-661.1850000000001,-261.171,924.4950000000001,-772.347,104.248,125.30199999999999
2017-02-21,-384.63800000000003,724.807,205.32600000000002,-273.93600000000004,-395.32800000000003,629.818,-663.6419999999999,-260.022,921.1590000000001,-775.805,105.073,119.601
2017-02-22,-384.106,726.055,206.439,-274.368,-394.15500000000003,631.424,-662.048,-259.489,924.6260000000001,-775.709,104.851,121.116
2017-02-23,-384.131,727.225,206.13400000000001,-273.483,-392.47600000000006,624.6089999999999,-662.721,-258.29,922.6,-776.0050000000001,106.526,122.47999999999999
2017-02-24,-385.15,726.039,209.74099999999999,-273.70900000000006,-394.26800000000003,627.107,-662.6310000000001,-260.167,923.2940000000001,-775.988,105.10300000000001,125.68299999999999
2017-02-25,-383.96999999999997,724.769,202.64000000000001,-274.67600000000004,-393.544,625.799,-661.5649999999999,-259.322,923.1129999999999,-775.734,105.36199999999998,121.505
2017-02-26,-384.121,729.6479999999999,212.083,-274.304,-393.567,630.316,-662.008,-259.037,924.97,-773.527,105.09,128.364
2017-02-27,-385.16999999999996,728.0360000000001,211.392,-274.519,-395.298,627.617,-662.5840000000001,-260.875,921.615,-776.435,103.769,120.41199999999999
2017-02-28,-387.403,726.87,207.032,-275.867,-394.19899999999996,622.6510000000001,-661.996,-259.51,913.752,-778.0500000000001,105.204,118.73
2017-03-01,-386.55100000000004,725.051,212.51399999999998,-277.561,-394.493,633.5039999999999,-665.1080000000001,-260.562,927.256,-778.4939999999999,104.07000000000001,126.38199999999999
2017-03-02,-382.75399999999996,725.802,202.73,-273.629,-394.52,624.2379999999999,-661.4250000000001,-259.52,919.198,-773.551,104.782,119.498
2017-03-03,-382.749,727.017,203.977,-275.521,-393.06399999999996,625.283,-661.532,-258.334,918.415,-775.976,106.27499999999999,120.92500000000001
2017-03-04,-382.21700000000004,725.074,202.69,-273.509,-394.081,627.5300000000001,-660.5840000000001,-259.944,916.904,-774.18,104.948,120.281
2017-03-05,-382.46,723.657,205.368,-272.21,-395.952,628.0120000000001,-660.8510000000001,-261.243,920.434,-774.0899999999999,103.717,123.94800000000001
2017-03-06,-382.865,727.0790000000001,204.896,-273.579,-392.18800000000005,625.1419999999999,-662.177,-257.206,921.451,-774.6270000000001,106.65899999999999,122.34500000000001
2017-03-07,-382.62600000000003,722.8149999999999,207.98699999999997,-271.26500000000004,-395.81,633.005,-661.1700000000001,-261.581,922.38,-773.598,102.13,125.97800000000001
2017-03-08,-381.291,725.028,212.24899999999997,-272.287,-394.076,632.2919999999999,-659.86,-259.41700000000003,925.826,-772.516,104.06199999999998,126.051
2017-03-09,-383.947,726.075,211.88299999999998,-274.74499999999995,-393.65,630.4159999999999,-662.5949999999999,-258.488,926.317,-775.766,105.46900000000001,125.22900000000001
2017-03-10,-381.447,725.548,214.61599999999999,-271.472,-393.68600000000004,631.9979999999999,-659.326,-258.594,923.365,-773.953,105.01500000000001,125.1
2017-03-11,-381.96,726.487,207.996,-273.09099999999995,-392.27399999999994,627.649,-661.251,-257.775,922.6200000000001,-774.418,106.29100000000001,122.92699999999999
2017-03-12,-383.32899999999995,725.857,211.181,-271.71,-393.65700000000004,637.808,-662.2909999999999,-258.924,924.5870000000001,-776.408,105.28599999999999,132.723
2017-03-13,-381.84299999999996,726.736,210.88899999999998,-272.681,-393.23600000000005,636.511,-660.535,-257.904,926.6809999999999,-773.033,106.295,131.34799999999998
2017-03-14,-383.08400000000006,725.167,213.823,-270.994,-393.02600000000007,630.199,-660.474,-258.604,925.4200000000001,-773.677,105.18699999999998,125.633
2017-03-15,-381.566,724.9979999999999,206.48699999999997,-271.34400000000005,-394.22499999999997,627.981,-660.057,-259.108,922.8340000000001,-772.7579999999999,105.21300000000001,121.57799999999999
2017-03-16,-381.415,725.6640000000001,208.564,-270.137,-393.336,629.239,-659.697,-258.747,922.732,-771.704,106.28299999999999,128.021
2017-03-17,-379.913,723.8,209.971,-273.64,-392.809,633.643,-660.087,-259.151,931.465,-768.343,106.68900000000001,130.726
2017-03-18,-381.456,724.735,208.073,-270.766,-394.27399999999994,632.019,-660.439,-259.535,926.377,-773.181,105.35799999999999,130.628
2017-03-19,-380.64699999999993,725.637,205.30399999999997,-269.959,-393.70300000000003,628.783,-659.285,-258.32300000000004,923.665,-771.867,105.49700000000001,125.18499999999999
2017-03-20,-380.988,724.6590000000001,205.74499999999998,-270.065,-394.15900000000005,627.171,-659.6529999999999,-259.92900000000003,924.694,-771.7579999999999,104.505,127.858
2017-03-21,-382.247,723.799,207.39899999999997,-271.429,-395.143,628.9670000000001,-658.575,-258.815,921.722,-774.872,105.205,126.92
2017-03-22,-383.37,728.403,209.155,-272.364,-391.96,630.7439999999999,-660.723,-256.711,928.221,-776.5419999999999,105.678,129.91
2017-03-23,-381.372,726.703,202.76,-270.318,-393.09,620.4430000000001,-659.575,-257.855,915.6209999999999,-772.678,105.75899999999999,117.81800000000001
2017-03-24,-380.289,725.837,209.05100000000002,-269.816,-394.24199999999996,627.202,-658.3729999999999,-258.859,919.3430000000001,-771.1640000000001,104.81199999999998,125.52199999999999
2017-03-25,-381.14300000000003,727.124,202.31,-269.009,-393.43600000000004,626.0590000000001,-659.0729999999999,-257.786,921.4950000000001,-773.02,106.23599999999999,124.346
2017-03-26,-379.51599999999996,724.299,203.674,-270.28000000000003,-394.83299999999997,624.1300000000001,-659.119,-261.07199999999995,924.1379999999999,-772.617,103.718,128.471
2017-03-27,-380.271,719.33,207.494,-276.046,-395.889,637.608,-663.421,-262.809,924.532,-774.576,102.69,132.136
2017-03-28,-383.498,724.199,206.59499999999997,-271.881,-394.66100000000006,628.759,-660.491,-257.556,925.43,-774.99,105.69400000000002,129.12
2017-03-29,-380.883,722.884,202.079,-272.164,-395.365,628.225,-659.737,-258.307,924.7700000000001,-773.261,103.21300000000001,132.807
2017-03-30,-383.646,724.878,207.28600000000003,-271.62800000000004,-394.20900000000006,627.754,-661.65,-258.546,925.2389999999999,-775.756,103.749,125.99200000000002
2017-03-31,-382.187,723.796,204.55399999999997,-272.52600000000007,-395.693,632.2939999999999,-661.403,-259.356,926.695,-775.337,104.18599999999999,125.859
2017-04-01,-382.15900000000005,723.681,208.274,-272.884,-395.13000000000005,632.796,-659.835,-257.447,923.8149999999999,-775.197,104.32000000000001,131.156
2017-04-02,-384.018,725.833,208.12199999999999,-272.52500000000003,-393.33299999999997,629.6689999999999,-660.875,-259.07800000000003,927.104,-775.277,104.592,128.709
2017-04-03,-383.72,726.433,208.261,-274.066,-392.989,630.527,-662.5210000000001,-258.301,923.8700000000001,-776.1,104.92500000000001,126.942
2017-04-04,-381.433,724.92,211.15200000000002,-271.973,-395.099,633.3689999999999,-660.449,-259.784,923.6709999999999,-774.162,103.775,127.61
2017-04-05,-381.666,726.297,212.35999999999999,-270.845,-392.964,631.097,-659.196,-258.43100000000004,929.374,-772.4029999999999,105.173,129.30999999999997
2017-04-06,-383.377,724.245,208.81999999999996,-273.789,-395.05500000000006,632.326,-661.239,-259.733,925.15,-774.8159999999999,103.627,127.957
2017-04-07,-380.828,726.054,214.752,-271.428,-393.43699999999995,637.0640000000001,-659.036,-258.48,932.6209999999999,-771.614,104.957,131.64999999999998
2017-04-08,-380.99699999999996,726.577,217.21300000000002,-268.568,-392.05899999999997,632.753,-659.428,-258.36199999999997,933.99,-774.5020000000001,105.48299999999999,138.343
2017-04-09,-379.192,725.047,218.548,-267.84999999999997,-395.66,639.141,-659.045,-259.52,933.46,-772.7270000000001,104.93399999999998,136.76
2017-04-10,-381.14300000000003,725.701,215.327,-269.318,-393.991,636.533,-660.28,-258.718,931.082,-772.5390000000001,104.387,134.595
2017-04-11,-380.798,723.326,216.14,-271.298,-395.12600000000003,633.3770000000001,-659.6410000000001,-259.96799999999996,930.9350000000001,-771.985,103.248,132.053
2017-04-12,-380.812,726.112,214.73000000000002,-271.507,-393.51,633.677,-659.644,-258.211,926.002,-772.81,104.446,131.24
2017-04-13,-380.2,725.4770000000001,216.03499999999997,-270.07399999999996,-394.068,639.1439999999999,-659.0729999999999,-259.185,931.322,-772.386,104.069,133.907
2017-04-14,-378.47600000000006,725.201,213.10999999999999,-268.438,-394.861,631.6970000000001,-657.6899999999999,-258.27,926.4979999999999,-772.042,102.782,130.578
2017-04-15,-382.184,725.093,210.00700000000003,-271.586,-393.61999999999995,627.409,-660.532,-257.90799999999996,926.356,-774.418,104.973,137.30100000000002
2017-04-16,-380.04499999999996,724.4540000000001,217.09499999999997,-268.515,-393.29400000000004,636.1869999999999,-657.109,-258.067,933.094,-769.678,104.735,132.951
2017-04-17,-381.857,725.6229999999999,221.196,-271.106,-393.156,637.6899999999999,-658.871,-258.397,933.158,-772.2399999999999,104.895,138.548
2017-04-18,-381.031,726.635,218.532,-270.32399999999996,-393.677,636.4390000000001,-660.192,-257.48499999999996,931.8340000000001,-773.99,105.67500000000001,135.821
2017-04-19,-381.081,727.495,217.417,-271.86199999999997,-392.28000000000003,638.807,-659.9119999999999,-256.356,931.507,-773.088,105.73699999999998,132.288
2017-04-20,-383.377,725.87,212.28400000000002,-273.02500000000003,-393.02700000000004,634.3810000000001,-662.3670000000001,-257.48499999999996,929.268,-775.683,104.141,128.273
2017-04-21,-379.716,726.433,210.29999999999998,-269.69499999999994,-391.281,635.02,-658.3439999999999,-256.95300000000003,925.276,-772.5350000000001,105.15299999999999,129.79399999999998
2017-04-22,-383.61100000000005,725.3609999999999,214.45999999999998,-273.66999999999996,-393.63300000000004,633.732,-662.7669999999999,-258.162,928.316,-774.5079999999999,104.006,131.51500000000001
2017-04-23,-383.05300000000005,725.514,215.64899999999997,-272.201,-393.024,631.2760000000001,-660.547,-258.12199999999996,928.4319999999999,-772.796,104.80899999999998,130.70499999999998
2017-04-24,-382.878,726.0409999999999,214.23499999999999,-274.10200000000003,-392.946,634.707,-661.6489999999999,-257.847,925.319,-774.9979999999999,105.51500000000001,130.50599999999997
2017-04-25,-383.31,724.93,214.705,-275.185,-393.942,634.7689999999999,-661.867,-259.05500000000006,929.817,-775.356,103.878,135.635
2017-04-26,-380.849,726.229,211.57600000000002,-270.495,-392.58500000000004,632.8620000000001,-658.177,-258.293,924.273,-771.404,105.554,130.07399999999998
2017-04-27,-381.615,726.103,213.79600000000002,-270.818,-392.885,632.869,-659.089,-258.433,923.9069999999999,-772.47,105.32600000000001,129.98399999999998
2017-04-28,-379.361,726.2800000000001,213.19699999999997,-270.13100000000003,-392.515,636.2339999999999,-656.745,-257.327,928.476,-770.306,105.367,130.801
2017-04-29,-381.55,728.341,214.28699999999998,-271.484,-390.86,637.83,-658.744,-256.207,927.634,-772.761,106.954,133.05899999999997
2017-04-30,-381.349,726.125,215.936,-270.912,-393.32800000000003,635.098,-658.692,-257.85200000000003,926.68,-772.3520000000001,104.99000000000001,131.30899999999997
2017-05-01,-381.313,726.617,210.643,-270.354,-392.781,627.626,-658.897,-257.48499999999996,923.6280000000002,-769.375,106.244,131.895
2017-05-02,-381.463,726.948,217.11700000000002,-272.63699999999994,-393.746,634.7909999999999,-660.517,-255.998,928.5049999999999,-766.169,107.804,123.548
2017-05-03,-381.87,727.9010000000001,215.63400000000001,-273.31300000000005,-391.643,635.259,-661.1199999999999,-255.56100000000004,928.9139999999999,-769.9630000000001,107.21700000000001,132.53900000000002
2017-05-04,-382.53400000000005,728.4430000000001,216.455,-272.53299999999996,-391.826,633.237,-659.636,-256.18,928.0459999999999,-774.342,107.28900000000002,130.125
2017-05-05,-383.145,726.7060000000001,212.379,-270.817,-392.64,627.652,-659.317,-257.33,928.695,-773.215,106.155,132.341
2017-05-06,-381.43100000000004,727.198,215.81,-271.899,-391.915,636.3109999999999,-657.5770000000001,-256.94,933.851,-771.46,105.952,136.918
2017-05-07,-382.274,727.3960000000001,217.277,-271.598,-390.464,634.585,-658.533,-256.28499999999997,930.4979999999999,-772.823,106.43699999999998,131.449
2017-05-08,-380.57399999999996,724.5409999999999,210.62399999999997,-271.16200000000003,-393.489,634.746,-656.25,-257.526,929.78,-773.7149999999999,104.85799999999999,135.139
2017-05-09,-382.327,727.265,213.612,-272.979,-391.509,636.879,-658.519,-256.02,930.6909999999999,-774.701,104.891,136.33299999999997
2017-05-10,-382.50700000000006,727.749,214.428,-270.49600000000004,-395.453,633.127,-658.515,-256.839,932.5020000000001,-773.6970000000001,106.609,133.552
2017-05-11,-382.57,727.524,212.666,-269.79,-393.05400000000003,630.1479999999999,-658.835,-257.12399999999997,928.0370000000001,-772.6129999999999,107.23699999999998,134.049
2017-05-12,-383.491,728.63,215.55500000000004,-272.87,-391.067,636.632,-659.8810000000001,-254.98000000000005,926.1120000000001,-772.254,107.419,139.347
2017-05-13,-382.57800000000003,727.014,211.914,-272.16599999999994,-392.133,629.692,-660.518,-255.42800000000005,926.175,-772.356,106.597,131.855
2017-05-14,-382.762,727.463,215.12199999999999,-273.24399999999997,-391.286,629.221,-660.169,-256.826,928.896,-776.1850000000001,105.821,141.91600000000003
2017-05-15,-380.394,728.2489999999999,215.039,-269.237,-390.74899999999997,636.9050000000001,-657.0749999999999,-254.849,932.739,-773.555,107.68499999999999,135.667
2017-05-16,-383.14799999999997,728.903,219.84099999999998,-273.33000000000004,-390.995,636.263,-659.926,-254.88,932.24,-776.552,107.501,137.894
2017-05-17,-384.33099999999996,727.008,210.26500000000001,-273.086,-391.46999999999997,631.024,-659.016,-257.11699999999996,926.869,-774.116,107.218,131.308
2017-05-18,-383.259,724.861,215.335,-271.148,-393.682,633.356,-659.616,-258.24600000000004,930.868,-772.6619999999999,104.58900000000001,138.146
2017-05-19,-378.72499999999997,727.7249999999999,219.68699999999998,-268.017,-392.10200000000003,635.247,-656.0020000000001,-255.575,937.4879999999998,-768.993,107.37100000000001,139.191
2017-05-20,-384.32300000000004,725.599,222.692,-272.426,-393.634,646.444,-661.592,-257.18800000000005,935.3540000000002,-776.354,104.895,139.08399999999997
2017-05-21,-382.57399999999996,725.864,217.709,-272.07,-392.463,643.0749999999999,-660.547,-258.189,936.131,-772.633,105.077,137.456
2017-05-22,-382.11100000000005,727.563,212.436,-270.599,-392.27099999999996,632.9390000000001,-658.821,-256.214,930.1219999999998,-772.819,104.38199999999999,133.318
2017-05-23,-380.536,727.545,205.305,-270.187,-391.966,630.408,-656.703,-256.872,928.3309999999999,-771.7069999999999,106.06400000000001,125.01900000000002
2017-05-24,-379.207,728.313,211.53400000000002,-269.058,-391.541,636.279,-657.2170000000001,-256.523,930.132,-770.0749999999999,106.17,135.47699999999998
2017-05-25,-382.48,727.1189999999999,206.25700000000003,-272.114,-391.723,627.712,-660.528,-257.73,922.143,-772.554,105.24300000000001,126.607
2017-05-26,-382.75399999999996,726.087,206.256,-272.59499999999997,-392.74199999999996,626.359,-660.9739999999999,-258.05300000000005,923.618,-773.832,104.623,124.918
2017-05-27,-383.181,728.022,208.60799999999998,-274.357,-391.16,629.668,-661.827,-256.85999999999996,924.0860000000001,-774.267,106.749,126.28200000000001
2017-05-28,-382.269,726.927,212.89499999999998,-272.6,-391.95000000000005,632.424,-660.233,-257.67600000000004,931.317,-773.5649999999999,105.43699999999998,131.046
2017-05-29,-381.984,726.5899999999999,215.36799999999997,-270.57399999999996,-392.341,636.575,-660.32,-257.729,933.3459999999999,-773.255,106.11800000000001,133.59
2017-05-30,-383.451,726.989,214.50300000000001,-270.86,-392.46,631.947,-660.1709999999999,-257.272,931.9709999999999,-772.756,107.405,133.415
2017-05-31,-382.026,725.5939999999999,212.33400000000003,-272.25500000000005,-393.26300000000003,633.0100000000001,-660.732,-259.16,930.825,-772.995,104.40899999999999,125.17200000000001
2017-06-01,-380.339,726.703,211.048,-268.99600000000004,-392.29,625.0899999999999,-658.4479999999999,-257.882,927.985,-770.471,104.497,123.045
2017-06-02,-382.899,725.6120000000001,206.58499999999998,-275.65500000000003,-392.43600000000004,628.1999999999999,-661.348,-258.444,927.427,-771.391,105.11400000000002,128.48299999999998
2017-06-03,-383.509,726.318,209.339,-274.05300000000005,-392.97900000000004,632.052,-661.299,-257.67699999999996,929.4409999999999,-774.331,105.85399999999998,138.765
2017-06-04,-382.735,726.088,208.081,-271.852,-393.441,628.272,-661.335,-258.853,928.048,-770.794,105.699,125.91199999999999
2017-06-05,-384.463,726.7040000000001,211.09,-274.149,-393.094,630.1869999999999,-664.268,-257.57399999999996,932.073,-775.489,105.124,128.798
2017-06-06,-381.375,726.703,212.89600000000002,-270.471,-392.185,629.813,-661.772,-257.57199999999995,931.024,-774.138,106.13399999999999,139.036
2017-06-07,-382.475,726.112,205.952,-273.032,-392.426,632.2489999999999,-663.413,-257.21500000000003,931.5899999999999,-772.15,105.51600000000002,128.745
2017-06-08,-383.01599999999996,727.41,207.12399999999997,-274.12800000000004,-392.16,630.199,-663.8149999999999,-256.202,932.91,-772.6410000000001,107.476,124.92
2017-06-09,-385.475,727.229,211.81,-275.27399999999994,-392.459,633.754,-666.1060000000001,-255.95800000000003,934.056,-775.325,105.11,130.698
2017-06-10,-383.209,727.339,213.304,-272.993,-392.687,635.379,-664.821,-256.491,932.993,-773.8589999999999,105.14800000000001,133.076
2017-06-11,-383.586,727.68,209.246,-273.55999999999995,-392.93899999999996,627.0319999999999,-664.628,-256.293,923.75,-774.131,104.35499999999999,126.40499999999999
2017-06-12,-383.046,728.487,214.10199999999998,-273.63699999999994,-392.48699999999997,632.0310000000001,-663.2090000000001,-255.53799999999998,929.5909999999999,-774.586,105.80000000000001,129.643
2017-06-13,-382.605,727.418,208.173,-273.785,-391.599,625.854,-661.7579999999999,-256.04499999999996,926.9040000000001,-774.083,105.83800000000002,124.665
2017-06-14,-383.083,727.616,211.47600000000003,-273.971,-390.764,632.55,-662.83,-255.154,931.9079999999999,-774.383,106.601,129.45000000000002
2017-06-15,-382.49,726.482,210.698,-273.548,-391.847,629.4850000000001,-663.726,-256.306,930.243,-773.397,105.96900000000001,127.14200000000001
2017-06-16,-382.023,726.404,209.25500000000002,-273.354,-392.852,628.961,-664.297,-257.066,933.745,-773.54,106.152,130.899
2017-06-17,-380.98,726.754,207.391,-271.70300000000003,-392.573,635.562,-660.239,-256.847,934.1780000000001,-773.22,105.88399999999999,130.219
2017-06-18,-383.31399999999996,726.6729999999999,207.33499999999998,-272.873,-393.843,639.159,-663.539,-257.57199999999995,928.308,-773.9350000000001,105.223,127.88199999999999
2017-06-19,-386.528,727.223,217.13299999999998,-276.754,-392.899,640.1419999999999,-665.929,-257.481,937.5440000000001,-777.8199999999999,105.30399999999999,136.22
2017-06-20,-381.90999999999997,727.419,212.26799999999997,-272.481,-392.443,639.1869999999999,-662.728,-257.40000000000003,932.049,-773.4850000000001,104.625,135.629
2017-06-21,-382.841,725.642,212.34699999999998,-273.038,-394.167,637.706,-663.3319999999999,-259.38800000000003,934.9830000000001,-773.572,103.592,131.913
2017-06-22,-381.942,725.86,204.006,-273.567,-393.349,630.1229999999999,-663.5699999999999,-259.195,929.402,-773.792,104.15,124.926
2017-06-23,-381.817,727.103,208.787,-273.605,-391.652,630.368,-662.208,-257.761,929.451,-772.688,105.95599999999999,125.474
2017-06-24,-381.79400000000004,727.2270000000001,207.788,-273.729,-391.923,631.0010000000001,-663.3299999999999,-258.451,930.523,-773.606,105.697,128.32000000000002
2017-06-25,-380.407,725.484,200.861,-271.907,-392.323,631.1229999999999,-662.141,-257.61699999999996,923.996,-774.421,105.17899999999999,127.48800000000001
2017-06-26,-380.286,726.082,206.604,-270.748,-394.343,641.0120000000001,-660.849,-258.195,931.9559999999999,-774.147,103.869,128.922
2017-06-27,-380.943,726.399,212.88000000000002,-270.645,-393.932,635.6109999999999,-659.8510000000001,-258.50600000000003,935.423,-772.555,103.97200000000001,136.363
2017-06-28,-382.47800000000007,729.0600000000001,217.44000000000003,-274.256,-391.682,637.295,-663.533,-256.023,935.0450000000001,-774.221,105.83499999999998,138.112
2017-06-29,-381.58000000000004,728.102,219.685,-271.322,-391.924,639.51,-662.771,-257.418,938.2450000000001,-772.89,106.099,135.881
2017-06-30,-383.863,726.22,211.148,-274.161,-392.847,636.22,-664.0709999999999,-258.075,936.687,-775.285,105.55799999999999,133.076
2017-07-01,-381.52,725.7289999999999,214.23499999999999,-270.759,-392.278,635.319,-661.806,-258.974,939.567,-770.632,105.59100000000001,137.222
2017-07-02,-385.673,728.4699999999999,217.219,-277.43800000000005,-391.58799999999997,641.88,-665.069,-257.04699999999997,939.0860000000001,-776.585,106.09500000000001,135.657
2017-07-03,-381.174,728.49,210.62800000000001,-274.26300000000003,-388.018,634.241,-661.603,-255.34,935.0260000000001,-770.466,107.92999999999999,131.97400000000002
2017-07-04,-381.945,727.459,214.01199999999997,-274.351,-391.52500000000003,638.13,-662.7890000000001,-257.76500000000004,935.831,-774.2399999999999,106.01600000000002,137.594
2017-07-05,-382.096,729.0479999999999,210.044,-272.644,-388.851,643.506,-662.068,-255.4,936.852,-764.8050000000001,110.91400000000002,123.75699999999999
2017-07-06,-380.39099999999996,726.979,215.219,-271.727,-392.28000000000003,636.293,-662.945,-259.38899999999995,937.157,-773.069,105.249,135.667
2017-07-07,-381.273,728.795,211.84499999999997,-274.079,-388.53200000000004,632.46,-664.7800000000001,-255.95999999999998,936.175,-772.141,109.322,130.41
2017-07-08,-380.93399999999997,728.1890000000001,217.521,-271.741,-392.146,641.067,-662.779,-257.416,940.5469999999999,-771.163,106.92500000000001,132.114
2017-07-09,-382.72499999999997,729.23,203.587,-274.869,-390.304,636.683,-663.817,-255.08400000000003,933.3969999999999,-772.98,108.46099999999998,125.66199999999999
2017-07-10,-384.01099999999997,727.1850000000001,213.09,-274.52700000000004,-393.312,636.3050000000001,-664.47,-257.308,936.26,-774.365,106.13099999999999,129.322
2017-07-11,-383.41700000000003,725.769,213.531,-274.964,-393.557,638.225,-663.9209999999999,-259.884,935.2629999999999,-774.432,104.825,132.435
2017-07-12,-382.971,727.518,213.227,-273.994,-391.504,636.3810000000001,-664.9000000000001,-257.21500000000003,939.1299999999999,-773.83,106.482,133.543
2017-07-13,-382.912,725.795,210.23000000000002,-273.561,-392.221,633.3449999999999,-663.438,-259.491,933.0870000000001,-774.9110000000001,105.54100000000001,128.45999999999998
2017-07-14,-382.766,727.8090000000001,208.56100000000004,-274.552,-391.484,630.5029999999999,-664.5020000000001,-258.14899999999994,932.059,-774.722,106.755,125.52
2017-07-15,-383.366,728.118,207.55100000000002,-274.134,-390.493,631.636,-665.085,-257.50500000000005,931.0639999999999,-774.9319999999999,106.356,129.114
2017-07-16,-384.26300000000003,726.265,213.477,-275.457,-392.50600000000003,635.656,-664.479,-259.69599999999997,936.324,-776.474,104.53599999999999,131.863
2017-07-17,-384.579,725.885,216.058,-272.893,-393.26300000000003,642.017,-664.399,-259.33299999999997,938.82,-774.9229999999999,104.88900000000001,135.268
2017-07-18,-385.244,725.828,218.289,-276.779,-391.895,641.846,-665.988,-258.00600000000003,942.6229999999999,-777.053,106.38399999999999,138.67100000000002
2017-07-19,-384.48699999999997,726.059,207.827,-274.71299999999997,-392.28499999999997,637.8689999999999,-665.276,-257.777,932.607,-776.1080000000001,105.758,131.53699999999998
2017-07-20,-387.577,727.445,207.42,-277.852,-391.14799999999997,633.076,-668.534,-257.616,934.052,-777.876,106.832,125.45499999999998
2017-07-21,-387.185,727.1659999999999,205.736,-278.882,-391.114,625.9090000000001,-668.7370000000001,-258.019,930.615,-778.926,106.63900000000001,124.018
2017-07-22,-385.742,727.5129999999999,208.50199999999998,-277.21799999999996,-390.98299999999995,631.232,-667.218,-258.07,933.225,-777.0010000000001,106.644,126.661
2017-07-23,-387.88,726.3069999999999,209.635,-278.647,-392.64,631.149,-669.533,-258.89,932.801,-779.714,105.271,126.947
2017-07-24,-385.075,729.1270000000001,207.24099999999999,-276.789,-390.316,630.996,-668.4180000000001,-256.182,932.8559999999999,-777.2829999999999,107.915,125.90499999999999
2017-07-25,-383.865,729.564,202.788,-275.365,-389.209,626.084,-668.5250000000001,-254.92100000000002,932.9649999999999,-776.03,108.41400000000002,121.88499999999999
2017-07-26,-383.198,728.15,210.91899999999998,-274.306,-390.75,632.401,-666.7689999999999,-256.129,939.54,-769.876,105.94300000000001,129.837
2017-07-27,-385.913,726.943,211.54299999999998,-277.121,-393.752,635.386,-668.809,-257.49,939.5649999999999,-776.511,106.11500000000001,133.679
2017-07-28,-384.54,727.7239999999999,212.731,-276.576,-392.71500000000003,638.05,-666.942,-257.546,942.0200000000001,-776.231,106.86800000000001,134.36900000000003
2017-07-29,-384.62199999999996,726.868,213.78000000000003,-273.759,-392.48,634.8600000000001,-667.9920000000001,-258.493,941.37,-775.423,105.512,136.792
2017-07-30,-386.317,727.029,220.11399999999998,-277.367,-392.24199999999996,644.1439999999999,-667.329,-257.226,949.521,-777.513,105.79100000000001,139.503
2017-07-31,-383.526,726.79,214.944,-275.582,-393.13100000000003,641.104,-665.762,-259.29200000000003,940.6120000000001,-775.332,104.98299999999999,139.265
2017-08-01,-384.927,727.951,214.71300000000002,-275.86,-390.944,638.05,-667.8009999999999,-258.26300000000003,941.852,-776.249,106.67699999999999,136.83399999999997
2017-08-02,-386.042,727.859,207.47899999999998,-276.787,-391.146,632.013,-667.14,-257.96999999999997,934.825,-776.8649999999999,105.857,128.982
2017-08-03,-384.992,729.422,212.50900000000001,-276.44800000000004,-390.452,635.708,-667.068,-256.882,939.5250000000001,-774.078,107.47800000000001,130.192
2017-08-04,-384.19100000000003,727.864,214.112,-276.134,-392.646,637.125,-666.751,-258.087,938.852,-776.609,105.67,131.696
2017-08-05,-386.801,726.4979999999999,208.096,-276.86100000000005,-392.137,631.67,-668.3399999999999,-259.775,935.2459999999999,-777.435,105.21300000000001,131.66400000000002
2017-08-06,-386.575,725.08,208.416,-277.638,-393.2,632.9209999999999,-668.613,-261.233,934.535,-778.121,104.32600000000001,125.81900000000002
2017-08-07,-386.819,726.039,212.55900000000003,-279.14099999999996,-391.603,628.537,-668.8100000000001,-259.54099999999994,936.6569999999999,-777.6880000000001,105.92699999999999,128.01500000000001
