jd,n0,e0,u0,n1,e1,u1,n2,e2,u2,n3,e3,u3
2016-08-14,-379.332,723.862,194.293,-276.386,-391.692,625.7819999999999,-662.963,-260.59299999999996,918.711,-775.8609999999999,105.982,117.043
2016-08-15,-380.569,725.9369999999999,199.721,-274.332,-391.838,621.277,-660.671,-259.021,921.283,-773.136,107.706,114.793
2016-08-16,-382.238,724.3539999999999,201.828,-274.225,-394.71,626.699,-660.982,-260.69499999999994,919.823,-774.3820000000001,105.669,121.146
2016-08-17,-385.43,725.403,204.87399999999997,-276.24899999999997,-393.98199999999997,633.638,-666.0500000000001,-261.129,922.5989999999999,-777.371,107.074,122.267
2016-08-18,-382.483,725.848,201.93800000000002,-275.11199999999997,-392.12800000000004,628.1790000000001,-663.4140000000001,-260.22399999999993,920.515,-775.221,107.25699999999999,121.671
2016-08-19,-381.247,725.495,201.348,-273.389,-392.687,632.159,-660.8149999999999,-260.779,918.6350000000001,-773.924,106.73699999999998,120.93399999999998
2016-08-20,-381.377,726.817,202.41500000000002,-274.959,-391.252,626.37,-661.279,-259.207,921.5,-773.73,108.375,122.915
2016-08-21,-385.202,726.012,207.16,-277.765,-393.174,632.2090000000001,-665.493,-260.028,922.031,-777.539,107.57,125.92600000000002
2016-08-22,-385.312,727.0770000000001,210.01999999999998,-277.17600000000004,-391.58799999999997,635.638,-666.109,-258.71900000000005,928.0200000000001,-777.678,108.774,127.468
2016-08-23,-382.404,725.2760000000001,211.68499999999997,-274.005,-392.424,636.189,-662.736,-260.756,929.6940000000001,-774.207,107.46700000000001,126.467
2016-08-24,-383.86199999999997,724.736,210.97199999999998,-275.382,-394.55500000000006,637.2919999999999,-664.714,-262.266,928.9209999999999,-776.1759999999999,105.616,127.40299999999999
2016-08-25,-382.989,725.873,212.74,-274.433,-392.861,639.6500000000001,-664.239,-260.52,929.692,-775.589,107.67599999999999,126.771
2016-08-26,-382.65,724.5550000000001,208.81100000000004,-274.857,-393.934,638.293,-662.77,-261.633,931.7429999999999,-774.4870000000001,106.23299999999999,131.25699999999998
2016-08-27,-381.42199999999997,724.499,213.58,-272.116,-392.86,637.268,-662.232,-262.094,931.1610000000001,-773.4100000000001,105.303,132.27
2016-08-28,-382.436,721.919,205.37199999999996,-274.36199999999997,-395.006,635.1419999999999,-663.597,-261.964,931.0459999999999,-768.048,107.928,123.579
2016-08-29,-383.142,726.3430000000001,206.254,-274.11199999999997,-391.99899999999997,637.8249999999999,-662.539,-260.184,930.615,-770.826,108.022,121.732
2016-08-30,-380.86199999999997,725.733,211.43699999999998,-273.674,-393.443,642.146,-659.52,-260.145,934.6270000000001,-773.232,105.79,132.915
2016-08-31,-380.905,725.578,209.788,-272.803,-394.314,637.723,-659.152,-259.931,928.8219999999999,-773.7890000000001,105.545,130.99
2016-09-01,-380.521,725.14,211.186,-271.767,-393.98299999999995,634.326,-658.737,-260.415,930.1030000000001,-771.58,106.90799999999999,131.667
2016-09-02,-383.347,725.701,213.218,-274.55400000000003,-392.566,643.8159999999999,-661.712,-260.19499999999994,935.4469999999999,-776.2529999999999,106.31400000000001,134.437
2016-09-03,-381.274,723.2270000000001,206.898,-272.161,-393.462,630.4100000000001,-661.586,-260.942,928.894,-774.0310000000001,106.627,127.25699999999998
2016-09-04,-378.23,723.9399999999999,206.81199999999998,-270.022,-394.15,638.207,-659.712,-259.211,931.322,-773.299,105.30499999999999,135.736
2016-09-05,-379.99899999999997,725.3770000000001,201.337,-274.02600000000007,-393.147,641.525,-662.527,-258.692,932.0870000000001,-772.882,107.205,131.25599999999997
2016-09-06,-382.03400000000005,723.86,212.808,-275.17199999999997,-393.51,645.359,-664.415,-260.102,933.503,-775.987,103.655,135.25799999999998
2016-09-07,-385.182,725.339,210.488,-274.59299999999996,-394.399,640.744,-663.302,-261.55,929.9040000000001,-772.365,105.68699999999998,128.881
2016-09-08,-381.29,726.46,215.171,-271.733,-392.565,640.013,-662.5790000000001,-260.312,934.111,-773.076,107.324,131.05899999999997
2016-09-09,-381.178,724.591,212.391,-270.368,-393.07399999999996,642.4250000000001,-660.642,-259.88800000000003,934.93,-771.99,106.563,132.388
2016-09-10,-382.341,723.376,212.08,-273.229,-393.962,639.355,-661.173,-261.469,930.2889999999999,-772.61,105.05899999999998,134.21800000000002
2016-09-11,-380.65700000000004,718.538,211.95,-273.21299999999997,-394.836,640.421,-660.1859999999999,-261.916,932.497,-773.192,105.58599999999998,129.658
2016-09-12,-380.238,724.294,210.429,-272.71000000000004,-390.572,633.0949999999999,-660.765,-258.469,928.356,-773.1899999999999,108.70100000000001,124.965
2016-09-13,-379.026,724.3100000000001,205.19099999999997,-274.663,-391.818,633.201,-661.0709999999999,-260.301,929.927,-768.2,107.42,122.066
2016-09-14,-379.18800000000005,725.7979999999999,197.33,-271.933,-391.464,631.231,-659.611,-259.654,928.901,-769.735,107.50599999999999,123.02799999999999
2016-09-15,-382.44899999999996,726.103,211.214,-276.06399999999996,-391.43699999999995,634.836,-662.458,-258.722,929.534,-773.5260000000001,107.16199999999999,125.08500000000001
2016-09-16,-381.98699999999997,726.2149999999999,215.37800000000001,-273.355,-391.065,633.546,-662.957,-259.733,934.845,-773.9060000000001,107.429,133.377
2016-09-17,-380.306,724.2760000000001,208.615,-274.34999999999997,-393.897,634.073,-663.9979999999999,-260.712,933.0169999999999,-771.7239999999999,104.47200000000001,122.71099999999998
2016-09-18,-383.64699999999993,725.692,203.726,-274.611,-391.289,629.8020000000001,-663.658,-258.326,924.592,-774.819,108.819,120.11
2016-09-19,-384.198,724.821,204.222,-275.674,-393.352,629.4609999999999,-667.289,-258.42800000000005,929.256,-775.496,108.392,119.9
2016-09-20,-381.17199999999997,721.567,206.033,-276.19699999999995,-392.78200000000004,626.9350000000001,-663.9689999999999,-260.19100000000003,931.168,-775.6410000000001,106.762,124.99600000000001
2016-09-21,-384.38800000000003,725.445,205.88400000000001,-274.409,-391.58500000000004,626.5569999999999,-663.289,-260.65900000000005,932.0319999999999,-772.624,106.06900000000002,129.88
2016-09-22,-381.176,724.5840000000001,200.44899999999998,-271.62199999999996,-392.66100000000006,632.59,-661.737,-259.239,928.409,-773.541,107.445,124.122
2016-09-23,-382.798,726.5699999999999,202.953,-272.394,-391.298,629.579,-662.984,-259.14,929.8850000000001,-769.752,106.899,122.298
2016-09-24,-382.278,726.1569999999999,204.761,-274.292,-391.65900000000005,627.746,-662.2040000000001,-258.027,927.6770000000001,-774.357,107.922,122.88499999999999
2016-09-25,-381.787,723.488,202.06799999999998,-274.471,-392.704,623.125,-663.7930000000001,-259.09,923.5100000000001,-775.679,106.182,117.99000000000001
2016-09-26,-382.09,724.36,201.819,-275.117,-392.706,622.078,-663.804,-260.96,923.494,-774.681,105.793,117.69
2016-09-27,-381.556,725.461,200.52100000000002,-274.09499999999997,-392.338,620.829,-662.708,-260.336,916.5770000000001,-774.9970000000001,106.08800000000002,115.45
2016-09-28,-379.334,724.508,204.41400000000002,-270.109,-393.216,625.8739999999999,-660.203,-260.85999999999996,926.9379999999999,-772.887,106.019,123.421
2016-09-29,-382.412,723.066,200.114,-274.928,-391.61899999999997,626.9209999999999,-663.28,-259.321,926.218,-776.0100000000001,107.98900000000002,121.251
2016-09-30,-382.913,723.1850000000001,202.536,-275.024,-393.54,629.617,-663.3760000000001,-260.731,927.4870000000001,-776.897,106.182,126.61
2016-10-01,-382.755,720.916,202.39200000000002,-271.911,-394.57399999999996,618.141,-660.948,-259.496,919.372,-774.088,106.32600000000001,114.711
2016-10-02,-381.137,724.323,198.719,-270.237,-394.77099999999996,620.441,-658.337,-260.747,923.8360000000001,-772.369,106.10499999999999,116.418
2016-10-03,-380.945,726.3810000000001,205.43499999999997,-272.901,-390.692,620.546,-661.122,-259.152,925.134,-775.379,108.16600000000001,115.283
2016-10-04,-380.01399999999995,726.4609999999999,205.35500000000002,-273.664,-392.18600000000004,624.3290000000001,-661.479,-259.80199999999996,924.8649999999999,-769.393,107.48599999999999,119.30799999999999
2016-10-05,-382.25100000000003,724.422,204.616,-273.96700000000004,-393.182,628.848,-662.02,-260.15,927.902,-775.079,106.357,121.472
2016-10-06,-383.739,725.2180000000001,207.68200000000002,-275.382,-392.322,622.337,-663.194,-259.93899999999996,925.211,-776.3879999999999,107.941,117.631
2016-10-07,-383.16,725.264,203.05,-274.182,-391.737,620.5,-663.942,-259.35999999999996,924.221,-777.412,107.61300000000001,125.746
2016-10-08,-383.836,723.919,198.755,-274.829,-391.709,615.819,-663.4449999999999,-260.67699999999996,920.3860000000001,-775.791,108.13900000000001,122.15799999999999
2016-10-09,-383.631,724.802,199.83599999999998,-276.942,-392.148,614.6709999999999,-664.122,-260.156,921.0129999999999,-774.986,106.26400000000001,118.96300000000001
2016-10-10,-381.473,726.404,203.75099999999998,-276.184,-390.955,622.616,-662.5300000000001,-257.90000000000003,925.9940000000001,-775.188,108.352,115.606
2016-10-11,-382.567,725.9720000000001,202.808,-276.014,-392.266,623.647,-663.5680000000001,-259.12399999999997,924.116,-775.4870000000001,106.665,119.448
2016-10-12,-380.79,724.897,207.49200000000002,-273.512,-393.173,626.493,-661.888,-259.065,925.688,-773.331,106.32300000000001,118.197
2016-10-13,-382.19699999999995,724.777,203.138,-275.217,-394.009,623.887,-663.286,-259.884,923.11,-774.6270000000001,105.191,120.16300000000001
2016-10-14,-381.378,725.5659999999999,202.89000000000001,-275.63300000000004,-392.836,623.777,-663.611,-259.632,924.6049999999999,-775.214,106.48699999999998,118.484
2016-10-15,-378.653,725.0060000000001,197.948,-272.733,-392.95599999999996,619.7560000000001,-660.48,-259.745,920.942,-771.955,106.45,114.10999999999999
2016-10-16,-381.163,726.023,201.00099999999998,-274.87899999999996,-391.836,622.057,-663.343,-258.96799999999996,924.284,-773.328,107.64800000000001,117.674
2016-10-17,-380.90100000000007,726.88,198.398,-274.089,-390.849,621.548,-662.365,-258.069,922.2479999999999,-773.537,108.179,115.95599999999999
2016-10-18,-382.305,724.7779999999999,202.091,-274.42499999999995,-391.838,617.664,-663.593,-259.393,920.8190000000001,-774.0020000000001,106.58599999999998,114.35
2016-10-19,-383.286,725.257,210.66999999999996,-274.64,-393.15,629.364,-664.605,-259.57800000000003,925.867,-775.3,106.822,121.329
2016-10-20,-382.324,720.699,203.625,-273.46999999999997,-395.584,635.1569999999999,-662.138,-260.789,928.448,-773.332,103.73199999999999,126.719
2016-10-21,-381.608,726.313,206.95,-273.37,-391.65700000000004,635.081,-661.368,-257.131,929.824,-773.775,107.324,124.826
2016-10-22,-382.116,725.288,208.83200000000002,-273.717,-391.689,634.4739999999999,-660.8589999999999,-258.29,928.939,-774.152,106.93299999999999,126.78399999999998
2016-10-23,-380.407,726.112,212.02100000000002,-273.522,-392.076,632.206,-661.304,-258.55300000000005,927.8559999999999,-772.6569999999999,107.046,126.79300000000002
2016-10-24,-379.965,720.935,201.31,-272.77199999999993,-394.61199999999997,631.9229999999999,-662.786,-259.261,929.1049999999999,-774.348,106.954,130.842
2016-10-25,-378.632,724.5,200.92000000000002,-275.56199999999995,-393.18600000000004,629.2379999999999,-660.188,-256.826,927.7270000000001,-774.3140000000001,107.76199999999999,127.053
2016-10-26,-381.018,725.062,203.26500000000001,-274.365,-390.579,622.62,-660.76,-258.598,924.4469999999999,-775.3979999999999,106.223,124.64999999999999
2016-10-27,-380.339,725.797,198.874,-273.018,-391.248,622.352,-660.914,-258.298,923.0729999999999,-771.741,108.23699999999998,116.13
2016-10-28,-380.71,724.674,201.37800000000001,-272.664,-393.24499999999995,623.1869999999999,-661.335,-259.538,923.54,-773.0550000000001,106.09100000000001,117.92000000000002
2016-10-29,-382.03400000000005,725.0880000000001,203.044,-273.722,-392.336,622.344,-661.9939999999999,-259.073,922.4120000000001,-772.44,107.708,115.61800000000001
2016-10-30,-382.526,725.807,205.74200000000002,-277.138,-391.37100000000004,633.185,-663.1020000000001,-257.943,927.932,-768.096,110.722,118.602
2016-10-31,-383.038,724.1479999999999,209.69400000000002,-276.869,-393.867,631.831,-662.513,-258.93,930.69,-771.359,108.98800000000001,117.601
2016-11-01,-381.049,725.802,207.61999999999998,-274.788,-393.642,626.972,-662.5479999999999,-259.49499999999995,928.1219999999998,-770.722,107.64000000000001,122.1
2016-11-02,-383.036,725.172,211.023,-273.257,-393.13899999999995,633.5699999999999,-662.299,-258.181,928.719,-773.4979999999999,106.55799999999999,123.78900000000002
2016-11-03,-380.549,726.375,215.887,-271.223,-391.414,631.899,-660.377,-258.34299999999996,931.6270000000001,-771.6579999999999,107.63900000000001,135.399
2016-11-04,-381.289,724.448,203.43,-270.31100000000004,-392.95000000000005,623.872,-659.9300000000001,-260.446,923.2389999999999,-771.832,105.682,121.88199999999999
2016-11-05,-380.923,725.931,209.79299999999998,-272.289,-392.61899999999997,629.766,-661.03,-257.707,929.0350000000001,-773.027,106.092,125.414
2016-11-06,-381.867,726.305,205.3,-272.823,-391.729,625.8679999999999,-660.7529999999999,-257.25199999999995,922.841,-772.992,107.37299999999999,117.407
2016-11-07,-382.276,724.483,203.55399999999997,-274.523,-391.54,625.749,-660.8119999999999,-256.88800000000003,924.521,-773.681,106.56700000000001,120.249
2016-11-08,-382.321,723.368,195.249,-274.161,-393.805,624.108,-660.3240000000001,-258.386,918.531,-774.58,105.78199999999998,114.29899999999999
2016-11-09,-383.108,724.877,202.862,-275.643,-392.951,623.408,-661.7800000000001,-258.474,919.2969999999999,-775.527,105.424,116.185
2016-11-10,-384.452,724.294,203.879,-276.219,-393.52,622.262,-665.447,-259.61400000000003,920.7950000000001,-776.3439999999999,105.777,116.16900000000001
2016-11-11,-384.531,725.658,198.161,-277.25600000000003,-393.069,621.318,-665.535,-258.21900000000005,917.524,-776.265,107.562,111.749
2016-11-12,-381.827,726.657,201.794,-275.466,-392.019,625.592,-662.617,-256.97800000000007,919.517,-774.442,108.492,116.48499999999999
2016-11-13,-382.757,726.01,197.149,-275.115,-392.788,623.4300000000001,-663.0169999999999,-256.88800000000003,918.278,-775.1020000000001,107.575,114.652
2016-11-14,-382.92199999999997,725.09,193.84400000000002,-276.42,-392.78499999999997,618.9359999999999,-663.845,-257.675,914.4469999999999,-776.417,106.13399999999999,116.443
2016-11-15,-381.484,725.357,199.12199999999999,-274.875,-392.355,627.1560000000001,-661.391,-258.651,918.5260000000001,-774.309,106.38900000000001,118.336
2016-11-16,-384.42600000000004,723.3960000000001,197.23499999999999,-276.63899999999995,-393.315,624.018,-662.4290000000001,-258.42600000000004,918.38,-775.232,105.452,114.973
2016-11-17,-384.214,724.683,196.58900000000003,-274.201,-392.19399999999996,622.951,-660.479,-257.11699999999996,916.068,-775.4979999999999,107.704,115.377
2016-11-18,-384.259,725.536,200.996,-277.63300000000004,-392.33,621.8050000000001,-663.258,-257.98499999999996,918.0930000000001,-776.491,106.892,112.94100000000002
2016-11-19,-382.675,723.7180000000001,201.33,-273.971,-394.505,623.0799999999999,-662.931,-260.456,916.402,-773.5649999999999,105.01700000000001,114.482
2016-11-20,-386.067,725.5060000000001,200.92399999999998,-277.69699999999995,-392.491,619.71,-666.153,-258.46,919.057,-776.692,106.63,113.40499999999999
2016-11-21,-382.51399999999995,724.715,203.30399999999997,-274.352,-393.896,625.977,-661.2529999999999,-258.681,921.1969999999999,-773.9300000000001,106.16300000000001,121.418
2016-11-22,-382.467,725.186,206.67,-273.68899999999996,-392.563,623.735,-662.951,-258.76300000000003,924.27,-773.7930000000001,106.816,119.569
2016-11-23,-380.193,723.216,202.43599999999998,-274.48699999999997,-394.322,624.7020000000001,-662.533,-259.883,919.9440000000001,-774.736,107.231,125.22800000000001
2016-11-24,-382.35200000000003,724.332,203.155,-274.347,-393.995,625.992,-661.978,-258.90200000000004,918.659,-774.591,106.999,123.03699999999999
2016-11-25,-381.08200000000005,724.198,204.184,-273.395,-394.57800000000003,626.8979999999999,-660.193,-259.68,921.5110000000001,-772.455,104.894,120.173
2016-11-26,-382.529,722.632,197.419,-274.7,-395.256,625.848,-660.909,-260.384,918.676,-774.3729999999999,102.9,118.728
2016-11-27,-383.44,722.574,204.79,-274.74699999999996,-396.24,624.152,-663.2710000000001,-261.121,920.264,-774.7149999999999,103.50099999999999,118.43599999999998
2016-11-28,-384.02,724.8710000000001,201.90800000000002,-274.271,-394.279,622.5880000000001,-663.951,-259.18600000000004,915.0010000000001,-776.172,105.84400000000001,118.59000000000002
2016-11-29,-383.19000000000005,726.274,201.197,-273.13100000000003,-392.383,619.512,-662.982,-258.562,916.2719999999999,-775.433,106.575,118.325
2016-11-30,-381.597,726.9989999999999,206.34699999999998,-273.097,-391.886,628.317,-661.036,-256.894,922.608,-771.9399999999999,108.79,123.15599999999999
2016-12-01,-381.31,724.855,202.104,-273.51300000000003,-394.345,624.8229999999999,-661.4780000000001,-258.83,919.6479999999999,-773.1170000000001,104.53499999999998,114.252
2016-12-02,-382.996,724.6890000000001,203.288,-275.35900000000004,-394.115,623.5,-663.149,-259.63000000000005,918.7709999999998,-774.813,104.96400000000001,116.39200000000001
2016-12-03,-383.062,726.0300000000001,197.65,-275.335,-392.57399999999996,617.66,-661.9540000000001,-257.93499999999995,914.277,-774.698,106.351,112.625
2016-12-04,-384.23400000000004,725.857,204.75799999999998,-276.152,-392.241,618.6080000000001,-663.5310000000001,-258.178,919.673,-775.967,107.06199999999998,119.63199999999999
2016-12-05,-382.269,727.0889999999999,206.57500000000002,-273.852,-390.809,624.676,-662.391,-256.942,921.3249999999999,-774.539,109.37899999999999,124.60499999999999
2016-12-06,-380.868,725.87,206.75,-271.819,-392.192,622.4609999999999,-659.8100000000001,-258.665,920.849,-772.652,106.95599999999999,119.56199999999998
2016-12-07,-381.096,724.7510000000001,203.785,-272.596,-393.539,625.583,-659.0409999999999,-259.365,919.1179999999999,-772.621,105.54100000000001,117.15199999999999
2016-12-08,-382.65,725.64,204.583,-274.25500000000005,-392.235,622.552,-661.385,-258.61999999999995,920.9739999999999,-773.768,106.81700000000001,118.755
2016-12-09,-382.824,724.794,204.308,-274.29699999999997,-394.123,624.808,-661.77,-259.87100000000004,920.4190000000001,-773.835,105.72999999999999,119.96600000000001
2016-12-10,-380.93399999999997,724.884,201.383,-273.766,-393.928,622.097,-659.416,-260.094,919.4700000000001,-772.049,105.725,118.123
2016-12-11,-381.21900000000005,723.625,205.71599999999998,-272.577,-394.63300000000004,626.036,-660.2379999999999,-260.378,923.564,-772.4949999999999,104.66300000000001,118.829
2016-12-12,-380.209,724.9,205.208,-271.90799999999996,-393.493,624.498,-659.29,-259.757,921.775,-772.061,105.98900000000002,119.975
2016-12-13,-381.837,725.339,205.001,-274.191,-393.783,625.168,-661.1819999999999,-259.945,921.393,-773.265,105.672,121.29200000000002
2016-12-14,-381.472,726.2460000000001,204.19600000000003,-273.129,-392.368,619.426,-660.989,-258.175,918.539,-774.413,106.459,114.944
2016-12-15,-380.90200000000004,726.476,209.38000000000002,-271.974,-392.88800000000003,628.197,-660.364,-258.454,922.967,-772.9520000000001,107.553,125.921
2016-12-16,-383.847,727.603,206.984,-275.534,-392.305,625.5930000000001,-659.9209999999999,-257.484,918.55,-775.876,107.17599999999999,119.776
2016-12-17,-379.465,729.0649999999999,206.38,-270.563,-390.537,625.681,-657.9430000000001,-255.581,921.6450000000001,-771.792,108.72500000000001,124.17599999999999
2016-12-18,-383.135,726.059,199.489,-275.12800000000004,-393.252,629.114,-662.3359999999999,-258.073,921.765,-775.174,106.582,119.386
2016-12-19,-382.156,725.598,203.44799999999998,-274.893,-393.466,624.537,-661.5439999999999,-259.522,920.9370000000001,-774.5699999999999,106.046,122.152
2016-12-20,-384.023,724.9939999999999,204.731,-275.588,-394.044,627.585,-663.426,-259.404,923.646,-775.977,105.52799999999999,122.172
2016-12-21,-385.00100000000003,724.8299999999999,203.626,-277.37399999999997,-394.219,625.834,-664.2060000000001,-259.491,921.9459999999999,-777.386,105.58699999999999,122.35799999999999
2016-12-22,-382.321,725.22,198.876,-274.74299999999994,-394.111,619.769,-661.8199999999999,-260.11899999999997,915.9370000000001,-774.62,106.401,115.66400000000002
2016-12-23,-382.549,723.204,201.55599999999998,-275.76,-395.217,623.808,-661.597,-261.338,921.04,-774.2180000000001,103.494,118.75699999999999
2016-12-24,-381.20300000000003,722.8879999999999,201.124,-273.42499999999995,-394.933,626.2449999999999,-659.505,-261.666,919.608,-773.104,104.59700000000001,116.13900000000001
2016-12-25,-382.339,723.551,201.014,-273.46700000000004,-394.706,622.459,-660.961,-261.189,922.2819999999999,-773.433,104.174,117.54599999999999
2016-12-26,-382.293,724.525,206.73000000000002,-274.667,-394.086,626.9409999999999,-661.361,-260.226,924.759,-773.439,104.39000000000001,121.78
2016-12-27,-380.10900000000004,724.001,205.369,-272.58000000000004,-395.05500000000006,626.93,-659.034,-260.08000000000004,924.6030000000001,-771.1640000000001,104.367,120.638
2016-12-28,-382.695,723.2890000000001,204.88899999999998,-275.14,-395.95599999999996,631.7139999999999,-661.573,-261.936,922.271,-775.409,103.67,119.78499999999998
2016-12-29,-379.756,724.1419999999999,198.05599999999998,-272.412,-394.55500000000006,620.9399999999999,-658.5880000000001,-260.262,915.8209999999999,-771.8510000000001,104.571,113.756
2016-12-30,-381.747,724.9949999999999,203.99800000000002,-272.586,-394.27299999999997,629.386,-659.973,-259.036,921.857,-773.995,105.16199999999999,118.829
2016-12-31,-384.052,723.4659999999999,200.60899999999998,-274.669,-395.66100000000006,626.3760000000001,-662.152,-260.76,918.334,-775.066,104.372,114.96700000000001
2017-01-01,-381.68800000000005,726.171,200.77700000000002,-273.93899999999996,-393.34799999999996,620.0550000000001,-659.752,-259.184,915.6719999999999,-773.304,106.688,115.737
2017-01-02,-381.872,725.12,206.058,-270.84799999999996,-393.378,630.39,-660.416,-259.89099999999996,920.4190000000001,-772.13,105.071,125.02099999999999
2017-01-03,-382.954,724.8829999999999,206.69299999999998,-274.90799999999996,-394.491,626.835,-661.786,-259.29999999999995,923.163,-775.829,105.04100000000001,119.223
2017-01-04,-381.721,725.177,203.576,-273.817,-393.42699999999996,624.919,-660.143,-259.883,920.04,-773.965,105.332,117.427
2017-01-05,-382.762,726.0300000000001,202.784,-274.007,-393.332,623.51,-660.569,-258.68800000000005,920.109,-773.4830000000001,106.806,116.68299999999999
2017-01-06,-381.971,725.0300000000001,206.923,-273.252,-395.153,629.5300000000001,-660.6310000000001,-260.00800000000004,920.895,-773.2959999999999,104.34100000000001,119.48900000000002
2017-01-07,-383.62800000000004,724.874,208.70100000000002,-274.327,-394.56399999999996,630.449,-662.8,-260.481,924.466,-774.83,104.68599999999999,123.88900000000001
2017-01-08,-380.31,725.6850000000001,201.215,-270.497,-393.046,625.572,-658.872,-259.164,917.855,-771.074,106.63399999999999,121.10499999999999
2017-01-09,-381.164,725.743,204.071,-273.29499999999996,-393.40799999999996,625.9409999999999,-660.288,-259.496,915.0440000000001,-774.047,104.94000000000001,120.915
2017-01-10,-381.076,725.739,204.975,-272.831,-394.931,627.592,-660.7310000000001,-259.93899999999996,923.4610000000001,-773.131,104.149,124.446
2017-01-11,-383.62800000000004,726.8520000000001,198.249,-275.866,-392.412,624.859,-662.937,-258.058,915.999,-775.2399999999999,106.205,114.98199999999999
2017-01-12,-380.489,725.645,199.55499999999998,-273.153,-394.277,623.2149999999999,-659.636,-259.57,917.9370000000001,-773.154,104.58599999999998,119.66099999999999
2017-01-13,-383.50100000000003,722.641,195.1,-274.989,-396.294,620.322,-660.7579999999999,-261.61400000000003,916.165,-775.386,103.98599999999999,116.43199999999999
2017-01-14,-381.218,724.46,195.538,-273.089,-394.46,625.933,-659.254,-259.27299999999997,916.8159999999999,-773.2529999999999,105.231,117.46
2017-01-15,-383.493,724.318,199.879,-274.468,-395.065,626.052,-661.8159999999999,-260.30199999999996,920.5479999999999,-774.8589999999999,104.851,117.53599999999999
2017-01-16,-384.08400000000006,723.9010000000001,198.42100000000002,-275.84999999999997,-395.443,627.146,-662.519,-260.868,918.2540000000001,-776.014,104.367,117.17899999999999
2017-01-17,-381.812,725.319,202.576,-273.571,-394.246,626.641,-660.819,-259.89,918.198,-774.285,105.44500000000001,116.83099999999999
2017-01-18,-383.742,726.1489999999999,195.31300000000002,-275.327,-393.64,616.432,-662.69,-259.26300000000003,912.4680000000001,-776.2280000000001,105.45299999999999,111.374
2017-01-19,-383.69399999999996,726.08,197.706,-275.76,-393.502,623.405,-663.0520000000001,-259.139,916.2620000000002,-777.1899999999999,105.093,117.17099999999999
2017-01-20,-382.818,725.444,199.293,-273.937,-393.508,623.3720000000001,-661.672,-259.275,915.6629999999999,-774.411,105.418,117.01500000000001
2017-01-21,-382.24600000000004,726.5169999999999,203.091,-274.012,-392.55400000000003,621.538,-661.549,-258.76700000000005,918.9879999999999,-775.32,106.54100000000001,120.431
2017-01-22,-382.378,727.7829999999999,197.436,-273.018,-391.441,618.64,-661.683,-257.467,917.0020000000001,-771.648,108.195,115.725
2017-01-23,-381.269,724.478,201.33499999999998,-273.447,-394.902,623.0369999999999,-660.0709999999999,-260.414,918.242,-772.399,104.56400000000001,116.927
2017-01-24,-384.90100000000007,725.5840000000001,205.91700000000003,-276.25500000000005,-393.34000000000003,629.605,-663.806,-259.866,920.092,-777.0989999999999,105.804,123.079
2017-01-25,-384.607,725.96,202.35999999999999,-274.71299999999997,-393.039,623.088,-663.8850000000001,-259.442,919.9229999999999,-775.975,106.76600000000002,122.333
2017-01-26,-386.704,725.2579999999999,203.012,-275.365,-393.69399999999996,623.8789999999999,-664.617,-260.42600000000004,919.258,-777.0160000000001,105.547,124.70299999999999
2017-01-27,-384.90799999999996,726.663,205.086,-275.853,-391.324,624.429,-663.3090000000001,-258.384,921.615,-772.356,107.955,119.242
2017-01-28,-382.05,725.29,200.64300000000003,-271.70900000000006,-393.363,622.083,-661.824,-259.863,920.4899999999999,-771.9399999999999,105.383,118.45100000000001
2017-01-29,-383.247,726.279,203.684,-271.731,-393.431,624.028,-661.852,-258.781,918.3110000000001,-773.605,106.12,123.356
2017-01-30,-383.5,725.7,205.17,-273.138,-394.36199999999997,624.749,-662.551,-259.528,920.491,-775.078,104.95299999999999,118.895
2017-01-31,-382.50500000000005,725.777,205.86300000000003,-273.55999999999995,-394.13899999999995,623.63,-661.227,-259.69699999999995,920.754,-773.788,105.10499999999999,119.998
2017-02-01,-384.37100000000004,727.807,205.506,-275.594,-391.30199999999996,625.902,-663.823,-256.65500000000003,923.469,-776.286,106.852,120.753
2017-02-02,-380.535,725.199,201.68599999999998,-270.65700000000004,-394.571,623.7470000000001,-659.125,-259.667,918.465,-773.1080000000001,104.141,119.63
2017-02-03,-381.942,726.816,203.985,-273.31100000000004,-393.03299999999996,625.105,-660.524,-258.486,917.333,-773.014,106.599,118.74000000000001
2017-02-04,-381.53999999999996,724.092,201.268,-271.691,-394.946,625.4380000000001,-660.7239999999999,-260.92199999999997,918.3249999999999,-773.907,104.511,117.979
2017-02-05,-383.056,726.403,199.36900000000003,-274.49600000000004,-392.90999999999997,623.571,-661.2520000000001,-258.34200000000004,918.305,-775.424,106.66400000000002,118.645
2017-02-06,-381.115,726.7520000000001,202.208,-271.70700000000005,-391.761,624.525,-659.4029999999999,-257.99499999999995,917.748,-772.163,107.33599999999998,117.16099999999999
2017-02-07,-381.438,722.9270000000001,201.33,-271.463,-396.08899999999994,621.864,-659.948,-262.147,916.5139999999999,-772.438,102.823,113.502
2017-02-08,-381.282,725.26,203.797,-272.649,-394.097,621.9590000000001,-659.771,-260.219,917.8950000000001,-773.576,105.484,118.60699999999999
2017-02-09,-381.529,725.538,202.717,-271.66599999999994,-393.154,622.0939999999999,-661.042,-259.076,917.371,-773.7310000000001,105.325,123.08099999999999
