jd,n0,e0,u0,n1,e1,u1,n2,e2,u2
2017-05-07,-383.166,785.529,480.337,-852.273,-658.904,971.37,-1019.3439999999999,-748.597,393.566
2017-05-08,-383.295,787.967,480.379,-851.1410000000001,-658.03,974.341,-1020.684,-746.6339999999999,393.727
2017-05-09,-385.358,786.183,479.06800000000004,-851.643,-657.238,967.679,-1020.7139999999999,-748.7360000000001,395.355
2017-05-10,-386.048,786.607,483.00199999999995,-852.707,-657.543,975.54,-1021.801,-748.797,393.793
2017-05-11,-385.225,787.127,481.726,-852.572,-657.301,974.0110000000001,-1020.706,-748.7439999999999,396.327
2017-05-12,-381.529,786.3660000000001,482.969,-850.8660000000001,-659.2819999999999,972.4830000000001,-1017.829,-748.627,397.36199999999997
2017-05-13,-383.851,786.5169999999999,481.24199999999996,-851.362,-658.1339999999999,970.012,-1019.289,-748.8480000000001,395.4
2017-05-14,-385.664,786.4680000000001,473.241,-852.0189999999999,-659.049,971.944,-1019.4760000000001,-747.655,394.23199999999997
2017-05-15,-386.974,785.502,471.111,-853.938,-658.6389999999999,966.743,-1021.1,-750.5319999999999,388.005
2017-05-16,-386.144,784.923,478.224,-854.497,-659.9019999999999,975.507,-1022.36,-747.951,380.68800000000005
2017-05-17,-384.12800000000004,786.313,473.713,-852.178,-662.135,975.602,-1020.295,-746.923,387.233
2017-05-18,-385.68199999999996,786.7589999999999,466.904,-852.432,-657.8439999999999,956.722,-1021.0169999999999,-747.922,390.51300000000003
2017-05-19,-385.702,787.1139999999999,467.406,-852.3839999999999,-658.436,963.82,-1021.9119999999999,-749.2639999999999,386.25
2017-05-20,-384.957,788.5010000000001,473.26300000000003,-851.0930000000001,-658.3380000000001,968.3739999999999,-1020.88,-748.998,386.88300000000004
2017-05-21,-387.485,787.308,473.67699999999996,-852.038,-657.529,969.7139999999999,-1020.193,-749.01,384.417
2017-05-22,-385.131,787.451,469.81,-850.75,-658.928,971.212,-1021.693,-746.405,386.165
2017-05-23,-384.361,786.431,471.91900000000004,-851.829,-660.0060000000001,963.674,-1020.3889999999999,-746.893,378.76
2017-05-24,-385.80800000000005,785.533,472.338,-854.48,-657.2330000000001,963.039,-1021.556,-748.938,383.67699999999996
2017-05-25,-384.64,787.238,470.32099999999997,-851.4910000000001,-659.2,960.566,-1020.247,-746.832,386.836
2017-05-26,-385.69199999999995,787.7760000000001,466.084,-850.3439999999999,-659.25,963.6439999999999,-1019.7310000000001,-748.69,390.92699999999996
2017-05-27,-384.436,785.813,472.211,-851.914,-659.0,968.4830000000001,-1020.8919999999999,-749.0060000000001,391.162
2017-05-28,-384.30400000000003,787.128,473.936,-852.388,-656.872,970.763,-1022.2180000000001,-747.6519999999999,388.42199999999997
2017-05-29,-384.059,787.717,476.42699999999996,-851.3430000000001,-656.9169999999999,965.595,-1021.868,-747.878,392.849
2017-05-30,-386.129,786.65,476.73,-852.421,-658.323,967.508,-1021.796,-748.7719999999999,392.55
2017-05-31,-384.85900000000004,788.878,473.398,-848.946,-656.3889999999999,962.3919999999999,-1022.488,-746.373,386.897
2017-06-01,-385.667,788.0269999999999,479.376,-852.584,-657.508,969.378,-1022.576,-748.443,390.255
2017-06-02,-385.125,788.423,482.92800000000005,-850.471,-658.903,969.268,-1022.313,-747.002,389.61300000000006
2017-06-03,-385.69599999999997,788.034,477.745,-851.187,-656.6510000000001,968.073,-1022.8760000000001,-747.676,388.876
2017-06-04,-385.87,787.947,475.94800000000004,-851.689,-656.903,971.696,-1023.388,-747.018,387.31
2017-06-05,-385.58,787.439,475.352,-851.1560000000001,-660.112,975.395,-1021.372,-747.7489999999999,385.245
2017-06-06,-385.55300000000005,788.623,475.026,-850.8760000000001,-656.935,965.987,-1022.003,-747.703,382.66
2017-06-07,-384.12199999999996,787.817,474.661,-849.762,-658.7230000000001,964.3939999999999,-1020.2919999999999,-747.14,382.975
2017-06-08,-385.719,787.5269999999999,475.81199999999995,-851.809,-658.5939999999999,969.544,-1021.63,-747.3389999999999,385.55199999999996
2017-06-09,-385.471,786.955,475.311,-851.508,-659.855,972.168,-1022.1010000000001,-747.645,388.914
2017-06-10,-386.102,787.45,477.033,-850.91,-658.317,966.5889999999999,-1021.6339999999999,-748.002,390.25300000000004
2017-06-11,-384.74,787.992,472.162,-849.58,-659.3639999999999,964.334,-1020.615,-746.817,385.556
2017-06-12,-387.165,785.107,467.425,-854.5089999999999,-657.5210000000001,965.515,-1022.071,-750.077,383.189
2017-06-13,-385.68300000000005,786.178,474.56699999999995,-852.2139999999999,-659.785,967.071,-1021.7589999999999,-748.615,386.17
2017-06-14,-384.288,785.88,476.27,-852.082,-658.78,966.044,-1019.773,-749.329,386.772
2017-06-15,-385.264,784.436,476.745,-852.188,-657.05,966.138,-1020.5419999999999,-750.8,389.147
2017-06-16,-383.61199999999997,787.3330000000001,482.155,-849.807,-659.7180000000001,973.7919999999999,-1019.722,-747.24,390.728
2017-06-17,-384.72900000000004,786.2869999999999,480.454,-852.3760000000001,-657.75,970.49,-1019.89,-748.9119999999999,391.976
2017-06-18,-384.56,787.118,478.24800000000005,-850.893,-656.7339999999999,970.434,-1021.3760000000001,-747.804,388.74199999999996
2017-06-19,-384.478,787.165,478.46,-850.2860000000001,-658.145,972.056,-1021.424,-748.2360000000001,392.847
2017-06-20,-384.79400000000004,785.993,479.51,-852.497,-656.822,966.8939999999999,-1020.7739999999999,-749.82,389.86
2017-06-21,-384.94699999999995,786.918,477.499,-852.3,-656.913,968.393,-1022.435,-748.627,392.62699999999995
2017-06-22,-384.596,786.827,475.17800000000005,-850.6110000000001,-658.331,968.5419999999999,-1018.793,-747.572,386.385
2017-06-23,-384.98,785.557,479.13699999999994,-851.563,-659.177,969.3439999999999,-1020.201,-747.573,391.75800000000004
2017-06-24,-385.285,786.033,473.667,-851.929,-658.563,968.666,-1020.003,-748.373,385.579
2017-06-25,-383.954,785.922,475.769,-851.105,-660.16,970.2310000000001,-1019.5210000000001,-747.4910000000001,385.129
2017-06-26,-382.814,786.4639999999999,476.10900000000004,-850.678,-660.306,972.002,-1019.125,-746.688,384.796
2017-06-27,-384.782,786.418,475.931,-851.64,-657.5060000000001,971.57,-1020.573,-748.997,386.75800000000004
2017-06-28,-384.835,785.95,477.833,-851.2230000000001,-660.705,970.98,-1020.0880000000001,-748.449,387.01099999999997
2017-06-29,-385.93,787.3510000000001,475.214,-851.435,-659.698,969.0980000000001,-1021.9989999999999,-746.7869999999999,386.457
2017-06-30,-386.866,786.727,472.722,-852.331,-658.909,972.202,-1021.703,-748.546,389.37699999999995
2017-07-01,-386.714,787.938,472.744,-851.924,-657.95,973.6,-1022.591,-747.4989999999999,386.842
2017-07-02,-385.50199999999995,785.4639999999999,476.827,-852.95,-658.8389999999999,975.113,-1021.65,-749.317,391.77099999999996
2017-07-03,-384.336,783.554,470.775,-854.554,-658.505,967.2760000000001,-1019.6060000000001,-751.2330000000001,388.79
2017-07-04,-385.787,785.877,478.156,-853.084,-657.947,974.725,-1020.763,-749.8739999999999,392.496
2017-07-05,-385.591,783.018,475.587,-855.9169999999999,-659.577,972.302,-1020.172,-752.325,389.724
2017-07-06,-384.3,787.6669999999999,476.88800000000003,-851.71,-658.22,977.581,-1020.9839999999999,-747.997,389.135
2017-07-07,-383.583,785.2589999999999,479.49800000000005,-852.783,-661.403,981.3530000000001,-1018.5160000000001,-749.052,394.282
2017-07-08,-384.915,786.383,477.215,-851.913,-658.9639999999999,977.885,-1020.627,-748.812,395.8
2017-07-09,-385.649,785.47,475.596,-853.1,-660.405,983.0,-1020.677,-749.953,395.941
2017-07-10,-384.12600134806803,786.123653275558,480.99979972964303,-851.4630000000001,-658.574,973.6389999999999,-1020.673,-749.2139999999999,393.101
2017-07-11,-384.819935627977,786.684569596196,479.87195118548897,-851.505,-657.211,968.975,-1021.605,-748.806,392.33099999999996
2017-07-12,-385.001819662172,786.17762417063,479.150969021272,-852.551,-658.029,978.916,-1021.4739999999999,-749.4960000000001,389.286
2017-07-13,-384.834556267397,785.9584491411659,479.752431847661,-852.424,-657.405,972.37,-1021.165,-749.862,390.974
2017-07-14,-382.980509355024,785.5610101802009,479.400969849458,-850.922,-660.367,969.845,-1019.3760000000001,-748.434,387.686
2017-07-15,-382.93573957688994,784.759696674947,479.06156125366203,-852.0239999999999,-661.2819999999999,968.7130000000001,-1018.8330000000001,-749.057,388.099
2017-07-16,-385.411333663075,786.7686385204449,478.21403759649104,-852.569,-659.2669999999999,975.507,-1022.31,-748.05,391.67400000000004
2017-07-17,-382.270879399712,786.2969089130189,482.292225781381,-850.2869999999999,-660.196,971.0160000000001,-1018.455,-747.293,395.345
2017-07-18,-385.321564163187,786.372297239524,476.98405060601306,-852.875,-658.36,967.6619999999999,-1021.883,-748.334,388.772
2017-07-19,-385.01339309327005,786.8491728209179,476.47451238438,-851.96,-659.039,968.7860000000001,-1021.985,-747.262,386.973
2017-07-20,-383.722207848927,785.801206012469,476.474977345615,-851.8660000000001,-661.9739999999999,967.9019999999999,-1020.341,-747.14,385.87800000000004
2017-07-21,-384.299886094068,785.959536245773,477.955907533292,-851.455,-661.0889999999999,970.195,-1021.38,-748.193,388.441
2017-07-22,-384.96795769376,784.652848558355,473.58283213604005,-853.9739999999999,-660.3439999999999,961.005,-1021.062,-749.283,380.30400000000003
2017-07-23,-386.47143803623703,786.886392636716,475.798035699429,-851.7310000000001,-660.409,956.8939999999999,-1024.721,-747.6160000000001,391.648
2017-07-24,-385.200979220124,785.207768072145,473.285318590595,-854.2080000000001,-661.0239999999999,960.097,-1021.3960000000001,-748.045,383.19800000000004
2017-07-25,-384.625859763665,785.43084000104,473.29020368574896,-853.37,-661.893,962.457,-1021.038,-747.2610000000001,381.75699999999995
2017-07-26,-384.780650088594,784.5750649514811,475.348754375755,-854.112,-660.015,966.492,-1020.6030000000001,-749.8510000000001,383.024
2017-07-27,-384.58843297503404,785.988480869876,478.463827311707,-851.74,-658.9110000000001,969.426,-1021.378,-749.033,388.417
2017-07-28,-384.848357435211,785.4804297119811,480.04475868878194,-852.89,-659.9,972.497,-1021.283,-749.867,394.431
2017-07-29,-385.224845391806,786.714832381165,480.150171350679,-851.946,-658.8889999999999,972.553,-1022.2610000000001,-748.6080000000001,395.705
2017-07-30,-385.19795339013496,786.193216383323,479.932894403347,-853.7819999999999,-658.688,974.5160000000001,-1021.165,-748.904,396.716
2017-07-31,-384.149287615083,786.271856715339,481.800096011379,-851.622,-659.0360000000001,976.1089999999999,-1020.669,-748.992,396.046
2017-08-01,-384.154801055481,784.6757670747321,481.65541868860396,-854.8710000000001,-659.78,975.305,-1018.9830000000001,-750.375,399.06699999999995
2017-08-02,-383.518389744748,784.6895087402271,480.290027529947,-852.45,-660.312,968.166,-1019.398,-750.066,391.881
2017-08-03,-385.330596586989,784.9043159870099,478.822050409372,-853.793,-659.082,970.5269999999999,-1021.4939999999999,-750.9760000000001,391.309
2017-08-04,-385.455152664596,785.791506502394,476.487199411961,-853.01,-658.966,967.178,-1022.1419999999999,-749.2,386.869
2017-08-05,-384.166287049769,785.917985554922,475.10787925254203,-852.55,-659.648,965.432,-1020.38,-747.416,382.30300000000005
2017-08-06,-383.700220702659,786.803208462394,476.27149169872297,-850.4060000000001,-660.5889999999999,963.6610000000001,-1020.9060000000001,-746.058,384.736
2017-08-07,-383.83315487201895,784.8970810243641,476.46038020523696,-852.385,-659.638,961.6160000000001,-1019.921,-749.221,383.171
2017-08-08,-384.699817143511,786.018672451393,474.965444047618,-852.4069999999999,-658.672,966.477,-1021.212,-748.0980000000001,380.959
2017-08-09,-383.506,785.8919999999999,476.26099999999997,-850.414,-660.091,966.5,-1018.405,-747.533,388.305
2017-08-10,-387.064,785.954,476.30800000000005,-851.615,-658.459,964.836,-1020.918,-747.965,388.528
