,SLinear,RegEM,MLP
10,2.205927170294498,1.940680213709224,4.886115953102649
15,15.22567298611112,97.72289747992838,127.59812753246727
30,2.9080900387096817,4.5639552759088895,8.799974066227211
50,37.5177238523645,95.3639944235606,106.98893860241701
time,0.9071614742279053,3.532768726348877,224.0526032447815
gap_count,850,850,850
count,3443,3443,3443
